gen,candidate,kind,fitness,homeGoals,awayGoals,goalDiff,shotDiff,boxDiff,attThirdDiff,possDiff,reversals,transPerSec,stationary,ShootRangeNear,ShootRangeFar,ShootScoreNear,ShootScoreFar,ShootPressurePenalty,RoleAttackForward,RoleAttackMidfielder,RoleAttackDefender,PassBaseScore,PassScoreScale,PassPressureBonus,PassFarBonus,CrossBonus,DribbleBaseScore,DribbleLaneBonus,DribbleFreeSpaceBonus,ClearScore,ChaseBaseScore,HoldBaseScore,CommitmentBonus,AttackDepthDefender,AttackDepthMidfielder,AttackDepthForward,HomePositionLerp,DeepRunDepth
2,child7,child,-44.9927,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,450.000,1025,1253,107.3,70.21,8.924,1.554,0.9766,0.8664,29.71,0.0215,24.71,13.89,21.06,57.39,14.45,9.158,58.48,79.38,63.08,11.23,0.5179,0.6998,0.8601,0.3568,0.9734
3,parent,parent,6.4292,1.000,0.000,1.000,0.000,4.000,230.117,1.445,124.000,1.907,12.650,1208,1626,139.3,60.6,8.125,1.367,0.9845,1.077,25.28,0.01822,25.58,15.09,18.73,44.06,13.01,9.864,51.48,88.88,43.26,16.02,0.4656,0.7642,1,0.4356,0.8577
3,child0,child,1.2806,0.000,0.000,0.000,0.000,0.000,106.083,2.654,61.000,0.533,15.050,1191,1557,149.1,55.17,8.393,1.343,1.212,1.285,26.03,0.0167,26.26,14.69,18.01,46.24,14.7,9.17,55.3,98.32,45.13,17.64,0.415,0.8435,1,0.4078,0.9097
3,child1,child,1.7023,0.000,0.000,0.000,0.000,2.000,232.283,0.734,106.000,0.920,25.583,1341,1626,116.7,70.5,7.964,1.097,1.017,1.174,24.07,0.01851,32.38,19.83,16.48,47.47,14.84,10.62,54.47,94.19,49.69,16.75,0.5201,0.7329,0.9586,0.4498,0.8174
3,child2,child,1.8230,2.000,1.000,1.000,0.000,3.000,85.450,-0.074,167.000,2.740,15.050,973.9,1864,139.4,70.23,10.02,1.442,0.7708,0.9922,29.41,0.02095,33.23,15.53,20.29,37.98,14.06,9.149,43.49,85.82,49.66,16.1,0.5319,0.7368,1,0.4075,0.8551
3,child3,child,-6.0514,2.000,0.000,2.000,0.000,3.000,43.267,0.287,131.000,2.153,121.350,1118,1749,132.8,57.42,8.23,1.516,0.924,1.097,18.98,0.02266,26.37,13.48,20.14,31.57,12.86,10.86,45.19,84.15,53.1,13.95,0.4261,0.8956,0.8626,0.4221,0.91
3,child4,child,-0.3853,0.000,0.000,0.000,0.000,0.000,24.750,1.614,49.000,0.573,11.400,1002,1562,137.8,63.6,6.92,1.589,1.064,1.054,22.08,0.01778,21.24,14.93,21.94,44.63,14.09,9.29,44.39,81.5,46.04,14.69,0.4375,0.6619,1,0.4036,0.8
3,child5,child,6.4683,1.000,0.000,1.000,0.000,3.000,236.883,1.347,103.000,1.727,13.400,1082,1625,126.6,55.28,7.212,1.317,1.03,0.9118,23.96,0.0247,28.1,15.02,16.95,48.09,15.94,12.1,51.77,87.15,48.83,17.11,0.4303,0.7404,1,0.3663,0.8
3,child6,child,4.7908,0.000,0.000,0.000,0.000,3.000,306.467,1.142,111.000,1.347,12.650,1006,1536,145.3,63.48,9.754,1.4,1.135,1.049,27.03,0.02378,24.47,12.09,20.02,42.09,12.43,8.44,49.56,80.96,44.19,15.91,0.39,0.8126,1,0.4162,0.8941
3,child7,child,8.2796,2.000,0.000,2.000,0.000,3.000,202.617,0.566,121.000,2.107,12.350,1329,1659,114.7,64.61,6.85,1.532,1.048,0.8296,28.67,0.02162,25.1,15.33,21.7,36.53,15.26,9.95,61.32,68.44,41.25,16.64,0.4625,0.7859,0.8786,0.3468,0.9101
4,parent,parent,7.1423,2.000,0.000,2.000,0.000,2.000,153.567,1.315,133.000,2.133,14.433,1329,1659,114.7,64.61,6.85,1.532,1.048,0.8296,28.67,0.02162,25.1,15.33,21.7,36.53,15.26,9.95,61.32,68.44,41.25,16.64,0.4625,0.7859,0.8786,0.3468,0.9101
4,child0,child,16.5710,6.000,0.000,6.000,0.000,8.000,253.633,1.983,34.000,2.100,85.433,1269,1710,102.4,54.13,8.232,1.491,1.473,0.7038,28,0.01947,23.71,14.23,21.66,43.39,17.52,9.426,68.19,70.6,33.95,15.02,0.4344,0.7892,0.869,0.3674,0.8
4,child1,child,1.2266,1.000,0.000,1.000,0.000,0.000,-34.933,2.222,66.000,0.827,14.433,1330,1818,110.4,66.19,8.39,1.73,1.171,0.8339,25.71,0.02242,28.74,12.85,21.62,40.26,14.02,9.023,56.16,60.82,36.53,15.07,0.5192,0.9,0.7603,0.3889,0.9049
4,child2,child,-44.9931,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,450.000,1158,1537,133.7,66.08,7.666,1.053,1.024,0.8194,35.72,0.02182,21.79,17.09,26.76,37.71,19.82,9.237,57.89,60,42.88,18.56,0.4535,0.757,0.8721,0.3754,0.8854
4,child3,child,16.9341,6.000,0.000,6.000,0.000,6.000,172.917,0.707,203.000,4.327,36.150,1528,1585,91.76,65.31,6.896,1.8,1.054,0.9309,33.61,0.02366,26.78,14.13,23.08,34.22,11.79,9.133,51.82,70.26,44.84,13.66,0.4482,0.7471,0.8389,0.362,1
4,child4,child,-0.1014,0.000,0.000,0.000,0.000,1.000,149.367,0.068,204.000,2.547,10.283,1251,1587,99.36,60.45,7.055,1.179,1.144,1.072,30.66,0.02124,28.79,13.49,24.19,35.56,13.54,10.09,54.27,61.87,38.28,17.59,0.4807,0.7653,1,0.3268,0.9769
4,child5,child,6.9637,2.000,0.000,2.000,0.000,2.000,113.817,1.671,98.000,1.867,13.817,1600,1821,95.16,68.58,5.586,1.392,1.043,0.6358,24.89,0.0191,27.68,13.67,29.95,35.47,16.74,9.575,56.34,74.72,36.33,21.28,0.4912,0.7746,0.9367,0.3955,0.9765
4,child6,child,-2.6969,0.000,0.000,0.000,0.000,0.000,-9.400,1.050,177.000,2.420,10.217,1299,1548,121.3,48.87,7.682,1.478,1.153,0.7317,31.51,0.01993,24.11,13.72,19.96,30.15,14.06,9.836,78.7,84.53,46.87,21.94,0.5048,0.8774,1,0.3762,0.8381
4,child7,child,0.1699,1.000,0.000,1.000,0.000,0.000,-93.867,2.257,55.000,0.880,14.433,1260,1826,112,57.43,6.006,1.517,1.122,0.7591,23.2,0.02303,26.11,12.03,21.25,39.29,15.61,10.07,54.74,85.24,34.89,13.45,0.4861,0.8041,0.8236,0.3886,1
5,parent,parent,17.6249,5.000,0.000,5.000,0.000,5.000,205.617,1.102,147.000,3.233,12.450,1528,1585,91.76,65.31,6.896,1.8,1.054,0.9309,33.61,0.02366,26.78,14.13,23.08,34.22,11.79,9.133,51.82,70.26,44.84,13.66,0.4482,0.7471,0.8389,0.362,1
5,child0,child,8.5653,1.000,0.000,1.000,0.000,3.000,323.217,2.431,94.000,1.360,16.383,1379,1525,81.76,60.44,7.685,1.8,0.9747,1.031,32.82,0.02123,30.31,12.16,27.77,28.91,13.78,11.25,52.04,72.21,47.74,13.96,0.4496,0.7485,1,0.3491,1
5,child1,child,-44.9922,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000,450.000,1316,1452,81.27,72.17,6.718,1.8,1.115,1.053,33.56,0.01907,33.25,17.9,28.54,34.16,13.99,10.49,57,60,40.28,14.13,0.4887,0.7631,0.8883,0.3065,1
5,child2,child,17.0727,4.000,0.000,4.000,0.000,5.000,310.867,2.285,152.000,2.620,15.050,1448,1767,79.6,67.85,7.587,1.8,1.115,0.9421,33,0.02085,26.81,16.71,22.37,27.74,13.85,8.82,52.57,67.83,41.9,13.18,0.4804,0.7983,0.8561,0.3334,1
5,child3,child,0.0729,1.000,0.000,1.000,0.000,2.000,125.500,-0.126,381.000,5.460,14.183,1454,1486,91.49,69.07,6.18,1.488,0.8818,0.8141,36.35,0.02491,25.09,17.18,22.48,24.58,10.73,7.723,54.1,80.96,48.42,14.6,0.4754,0.9,0.9083,0.3814,1
5,child4,child,-44.9922,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000,450.000,1295,1889,106.7,50.53,8.988,1.796,1.186,0.9768,38.97,0.02475,26.47,12.33,19.18,31.92,12.77,11.33,61.05,65.72,48.78,14,0.4151,0.6869,0.8283,0.3,0.9482
5,child5,child,-3.9502,0.000,0.000,0.000,0.000,0.000,18.933,-0.088,296.000,3.633,9.617,1438,1515,80.77,66.41,6.142,1.316,0.9196,0.7204,35.61,0.0288,24.73,13.53,23.91,35.3,14.83,10.91,58.57,73.93,48.06,16.79,0.4441,0.7144,0.9386,0.3567,1
5,child6,child,0.9430,1.000,0.000,1.000,0.000,1.000,102.083,0.128,266.000,3.827,13.200,1557,1520,95.46,75.21,7.158,1.8,0.9623,0.8402,36.3,0.02106,27.53,14.05,22.84,30.76,10.62,9.661,49.07,64.55,42.22,14.17,0.5169,0.6507,0.7773,0.3565,1
5,child7,child,-44.9922,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000,450.000,1576,1354,79.29,77.51,8.124,1.658,1.184,1.097,44.46,0.02284,26.46,12.38,20.09,44.11,11.74,8.894,53.55,63.6,46.78,11.21,0.3766,0.9,0.7584,0.3595,1
6,parent,parent,11.5537,3.000,0.000,3.000,0.000,4.000,225.900,0.959,148.000,2.440,15.200,1528,1585,91.76,65.31,6.896,1.8,1.054,0.9309,33.61,0.02366,26.78,14.13,23.08,34.22,11.79,9.133,51.82,70.26,44.84,13.66,0.4482,0.7471,0.8389,0.362,1
6,child0,child,6.4191,1.000,0.000,1.000,0.000,2.000,241.817,2.113,120.000,1.687,15.050,1296,1468,99.08,55.62,7.281,1.582,0.8119,1.017,36.61,0.02124,26.63,14.92,20.28,37.66,10.84,10.15,59.64,81.03,44.52,12.16,0.4403,0.8605,1,0.4008,1
6,child1,child,-44.9931,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,450.000,1486,1319,77.64,64.78,6.131,1.8,1.167,0.8253,36.33,0.02246,25.39,13.66,22.87,30.78,11.15,8.248,57,72.09,53.81,16.9,0.5024,0.8351,0.9748,0.3699,0.8
6,child2,child,2.5417,0.000,0.000,0.000,0.000,1.000,253.067,1.611,183.000,1.900,15.050,1600,1495,78,58.01,7.298,1.567,1.114,1.104,33.15,0.0215,27.2,14.62,19.57,32.13,11.05,9.387,56.76,71.32,43.78,14.34,0.4236,0.737,0.8615,0.3747,1
6,child3,child,-44.9931,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,450.000,1600,1552,86.7,70.92,6.475,1.522,1.021,0.7815,35.82,0.02817,27.37,13.42,23.76,37.09,11.65,10.19,58.88,60.71,59.1,14.12,0.6532,0.7884,0.9787,0.2556,1
6,child4,child,-10.0673,0.000,0.000,0.000,0.000,-1.000,-107.350,1.442,130.000,1.247,70.167,1600,1672,87.59,78.24,5.975,1.8,1.133,0.9648,33.18,0.02582,28.26,17.09,17.21,36.29,13.08,9.366,50.87,67.43,47.35,14.1,0.399,0.8022,0.8283,0.3797,1
6,child5,child,-44.9931,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,450.000,1600,1740,110.3,67.35,5.865,1.491,0.8815,0.7693,26.38,0.02259,25.41,11.2,24.18,38.15,10.81,10.16,48.1,60,44.55,14.2,0.4945,0.9,0.8292,0.3679,1
6,child6,child,-44.9931,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,450.000,1600,1427,111.6,75.05,5.847,1.532,1.03,1.052,30.76,0.02865,35.48,12.31,20.86,32.43,12.22,9.222,46.34,68.29,48.63,12.55,0.4216,0.5964,1,0.4153,1
6,child7,child,-44.9931,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,450.000,1581,1784,103.2,61.76,8.549,1.8,1.186,0.8137,42.36,0.02421,23.3,14.56,23.55,37.1,9.843,8.854,55.19,65.91,46.36,14.15,0.5081,0.6207,0.8585,0.2703,1
7,parent,parent,8.2156,2.000,0.000,2.000,0.000,3.000,169.033,2.182,121.000,2.047,14.417,1528,1585,91.76,65.31,6.896,1.8,1.054,0.9309,33.61,0.02366,26.78,14.13,23.08,34.22,11.79,9.133,51.82,70.26,44.84,13.66,0.4482,0.7471,0.8389,0.362,1
7,child0,child,-44.9934,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,450.000,1600,1641,91.37,71.55,6.123,1.8,1.071,0.8889,29.59,0.02301,27.12,13.16,19.89,34.79,12.41,8.77,56.63,60.5,47.48,12.07,0.4739,0.6647,0.854,0.3069,0.8852
7,child1,child,-44.9934,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,450.000,1497,1772,89.4,68.3,6.041,1.8,0.9036,0.8959,27.1,0.02575,25.75,14.48,25.23,29.55,12.78,9.787,53.44,60.82,45.63,12.92,0.5064,0.6301,0.9088,0.37,0.8512
7,child2,child,-44.9934,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,450.000,1514,1523,89.07,56.95,7.935,1.611,0.948,1.015,37.45,0.02617,25.12,15.06,21.1,35.27,12.31,10.12,45.33,60,46.21,13.46,0.4564,0.7313,0.8906,0.3065,0.9694
7,child3,child,0.2458,0.000,0.000,0.000,0.000,0.000,137.733,1.024,155.000,2.193,12.517,1600,1689,92.76,69.26,6.759,1.61,1,0.9228,46.21,0.01986,24.99,16.89,22.68,38.89,11.19,10.03,53.68,87,53.13,12.43,0.4148,0.5,0.7165,0.34,1
7,child4,child,6.7578,1.000,0.000,1.000,0.000,2.000,227.600,2.466,100.000,1.340,12.933,1600,1623,90.61,78.67,6.961,1.8,0.934,0.9261,38.62,0.02367,35.7,15.26,25.89,37.59,13.12,10.41,57.4,77.23,42.58,12.9,0.4719,0.7309,0.8624,0.3604,1
7,child5,child,0.6657,0.000,0.000,0.000,0.000,1.000,114.883,2.216,116.000,1.200,16.600,1167,1927,99.31,55.53,6.023,1.8,0.9321,0.9429,29.9,0.02772,33.98,12.81,24.83,37.98,10.89,8.118,46.35,71.14,42.08,12.96,0.428,0.6886,0.8578,0.4477,0.9157
7,child6,child,0.0647,0.000,0.000,0.000,0.000,0.000,130.050,1.297,167.000,2.213,12.933,1600,1636,75.73,74.14,7.145,1.609,0.8514,1.022,36.31,0.02138,24.61,13.63,19.8,36.01,10.26,9.841,53.97,77.08,48.59,12.59,0.4152,0.7233,0.7767,0.3548,0.8166
7,child7,child,17.0262,5.000,0.000,5.000,0.000,7.000,219.700,1.142,244.000,4.673,14.317,1600,1747,83.43,65.26,7.72,1.77,1.008,0.8187,30.19,0.02498,29.86,11.09,20.7,27.73,10.32,10.01,51.28,73.72,48.23,14.13,0.4478,0.6727,0.8611,0.5091,1
8,parent,parent,7.3474,2.000,0.000,2.000,0.000,3.000,201.683,1.160,206.000,2.793,15.267,1600,1747,83.43,65.26,7.72,1.77,1.008,0.8187,30.19,0.02498,29.86,11.09,20.7,27.73,10.32,10.01,51.28,73.72,48.23,14.13,0.4478,0.6727,0.8611,0.5091,1
8,child0,child,-5.9957,0.000,0.000,0.000,0.000,0.000,57.100,-0.484,358.000,4.973,28.183,1595,1827,90.42,69.21,7.258,1.8,1.073,0.733,45.13,0.03324,33.61,11.72,16.98,29.45,9.32,7.747,44.97,71.83,48.28,10.76,0.3811,0.6682,0.9387,0.4175,0.8926
8,child1,child,-0.6002,0.000,0.000,0.000,0.000,1.000,135.617,0.709,211.000,2.353,15.217,1354,1845,81.49,50.16,6.923,1.8,1.171,0.8588,36.83,0.01908,32.55,12.2,20.28,28.19,9.417,10.27,47.41,84.59,49.87,14.42,0.4883,0.6046,0.7424,0.5107,1
8,child2,child,-0.0630,1.000,0.000,1.000,0.000,1.000,37.633,0.252,222.000,3.300,15.917,1523,1799,79.83,73.96,7.136,1.725,0.9493,0.791,29.22,0.03052,31.7,11.53,24.79,27.39,11.14,10.83,54.04,97.24,57.21,11.47,0.4061,0.6891,0.8221,0.5982,1
8,child3,child,1.7783,1.000,0.000,1.000,0.000,2.000,158.783,0.288,303.000,4.847,14.267,1600,1786,67.48,64.62,6.988,1.8,0.8307,0.9314,31.47,0.02779,29.63,9.788,22.99,25.35,9.301,9.736,51.17,79.92,51.24,13.89,0.441,0.678,0.7,0.5683,0.9551
8,child4,child,-4.8818,0.000,0.000,0.000,0.000,-1.000,53.467,-0.265,303.000,4.353,21.533,1340,1734,72.2,63.45,7.035,1.8,1.032,0.6327,32.97,0.02892,23.49,12.1,21.73,23.89,9.098,10.55,52.9,66.4,44.12,13.61,0.4706,0.6326,0.9361,0.4724,0.9901
8,child5,child,-44.9917,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,450.000,1600,1644,82.74,65.22,7.326,1.762,0.8857,0.7566,28.06,0.02609,34.42,12.29,26.26,29.02,9.948,10.65,50.63,76.8,63.71,16.03,0.5285,0.5921,0.7922,0.404,0.9093
8,child6,child,-44.9917,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,450.000,1390,1456,87.52,69.35,6.41,1.431,1.096,0.9058,34.77,0.02659,27.71,11.41,25.34,26.34,12.08,8.582,54.91,60,42.01,14.26,0.4165,0.7567,0.9384,0.552,1
8,child7,child,-0.3106,1.000,0.000,1.000,0.000,1.000,97.650,-0.014,344.000,4.880,15.283,1600,1875,83.79,59.24,6.97,1.502,1.005,0.8052,29.94,0.02994,25.52,8.966,19.43,27.81,10.01,12.48,44.53,74.08,44.73,13.7,0.4495,0.6234,0.7,0.4918,0.8916
9,parent,parent,3.3789,2.000,0.000,2.000,0.000,2.000,75.833,-0.284,267.000,4.093,13.167,1600,1747,83.43,65.26,7.72,1.77,1.008,0.8187,30.19,0.02498,29.86,11.09,20.7,27.73,10.32,10.01,51.28,73.72,48.23,14.13,0.4478,0.6727,0.8611,0.5091,1
9,child0,child,-44.9928,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,450.000,1409,1989,109.8,66.79,7.215,1.8,1.072,0.8461,34.83,0.02425,25.9,11.28,21.13,25.68,10.02,10.43,46.96,66.1,54.46,11.77,0.3932,0.5731,0.8998,0.482,1
9,child1,child,11.4962,4.000,0.000,4.000,0.000,6.000,181.033,1.772,139.000,2.820,45.383,1594,1636,96.46,59.83,9.481,1.8,0.9945,0.6367,28.61,0.02523,24.82,11.95,26.54,34.8,11.25,8.393,60.77,71.68,50.18,16.16,0.4854,0.7722,0.8049,0.5031,1
9,child2,child,-2.9444,0.000,0.000,0.000,0.000,2.000,119.750,-0.236,385.000,5.013,12.700,1252,1578,100.9,68.03,8.284,1.71,0.8433,0.7838,33.78,0.02874,26.61,13.26,18.34,22.17,11.3,7.916,45.94,71,45.19,14.32,0.3838,0.6596,0.8305,0.5321,1
9,child3,child,-3.8170,0.000,0.000,0.000,0.000,0.000,50.300,-0.061,329.000,4.473,10.550,1510,1522,74.29,70.68,7.476,1.436,0.9823,0.7343,31.65,0.02213,29.13,11.01,19.6,24.83,9.511,12.71,55.25,76.78,46.66,14.45,0.503,0.7029,0.778,0.4235,1
9,child4,child,0.1828,1.000,0.000,1.000,0.000,1.000,83.433,-0.034,303.000,3.987,12.400,1600,2233,67.46,70.86,8.375,1.8,1.004,0.6635,27.13,0.02816,28.35,12.1,21.32,23.31,9.663,11.36,47.26,77.98,42.21,14.88,0.4396,0.5554,0.8263,0.4457,0.9956
9,child5,child,4.6653,2.000,0.000,2.000,0.000,1.000,56.067,0.473,140.000,2.240,12.683,1558,1799,85.76,86.52,7.023,1.8,1.092,0.7848,26.4,0.02271,30.12,12.97,17.96,28.49,10.7,11.26,53.43,84.61,53.73,13.06,0.4837,0.5816,0.7496,0.5985,0.9404
9,child6,child,-44.9928,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,450.000,1600,1873,103.4,62.49,6.485,1.8,1.084,0.8839,28.33,0.02225,29.72,11.65,20.34,33.1,10.26,10.46,53.89,66.3,56.15,13.73,0.4427,0.8592,1,0.4285,0.9904
9,child7,child,-3.7736,1.000,0.000,1.000,0.000,1.000,15.450,-0.992,182.000,2.700,46.967,1269,1931,93.29,72.13,8.316,1.8,0.9166,0.9272,29.08,0.02326,37.61,10.1,22.21,27.73,10.91,10.25,42.21,84.22,49.94,17.7,0.4745,0.5882,0.816,0.4494,0.987
10,parent,parent,4.6677,1.000,0.000,1.000,0.000,1.000,173.450,1.629,94.000,1.327,17.433,1594,1636,96.46,59.83,9.481,1.8,0.9945,0.6367,28.61,0.02523,24.82,11.95,26.54,34.8,11.25,8.393,60.77,71.68,50.18,16.16,0.4854,0.7722,0.8049,0.5031,1
10,child0,child,7.4161,3.000,0.000,3.000,0.000,4.000,87.150,0.115,252.000,4.093,12.550,1600,1659,84.72,64.34,9.366,1.796,1.092,0.5669,32.6,0.02794,38,9.995,27.46,34.99,10.19,7.64,64.18,76.15,42.52,12.82,0.5222,0.7416,0.7,0.5956,0.952
10,child1,child,-44.9936,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,450.000,1600,1634,114,63.39,7.956,1.599,1.073,0.679,27.79,0.02316,26.01,12.95,28.88,34.51,10.52,7.045,58.75,66.44,47.46,19.57,0.5454,0.7408,0.821,0.3355,1
10,child2,child,18.4043,5.000,0.000,5.000,0.000,9.000,199.633,2.178,173.000,3.040,14.433,1452,1971,89.91,70.83,10.56,1.8,0.9916,0.5983,22.35,0.02313,28.28,11.17,24.78,33.18,10.66,8.247,65.1,74.5,44.74,18.48,0.4571,0.8896,0.7375,0.4839,0.901
10,child3,child,-2.9851,0.000,0.000,0.000,0.000,1.000,86.833,-0.212,306.000,4.460,13.100,1334,1685,101.9,56.31,11.75,1.382,0.9739,0.616,28.25,0.02861,20.62,13.1,26.86,36.36,10.74,9.438,56.76,67.43,43.87,15.07,0.5071,0.8494,0.7276,0.547,1
10,child4,child,-44.9936,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,450.000,1397,1545,94.91,60,9.171,1.8,1.089,0.6575,28.56,0.02262,27.21,12.25,24.78,39.96,11.87,9.088,66.78,61.59,43.98,16.22,0.5301,0.6182,0.802,0.4581,1
10,child5,child,23.9569,7.000,0.000,7.000,0.000,7.000,177.683,2.353,138.000,3.500,14.433,1600,1493,97.66,57.04,11.41,1.736,0.949,0.6655,31.35,0.02641,23.94,15.02,28.17,38.78,11.97,8.014,77.67,88.51,44.93,18.51,0.5139,0.7364,0.8423,0.4949,1
10,child6,child,-44.9936,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,450.000,1409,1596,107.8,58.02,8.559,1.8,0.8953,0.5458,21.85,0.02547,23.31,10.83,29.84,30.39,10.61,9.649,70.75,64.13,55.2,15.96,0.5381,0.6133,0.7067,0.4259,0.8857
10,child7,child,-44.9936,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,450.000,1459,1895,86.31,53.55,9.462,1.8,1.017,0.4789,26.19,0.01964,22.3,11.63,35.28,33.51,12.66,8.33,65.24,62.76,51.64,14.72,0.4547,0.703,0.8277,0.6099,1
11,parent,parent,9.5151,2.000,0.000,2.000,0.000,3.000,229.783,2.406,121.000,1.867,14.867,1600,1493,97.66,57.04,11.41,1.736,0.949,0.6655,31.35,0.02641,23.94,15.02,28.17,38.78,11.97,8.014,77.67,88.51,44.93,18.51,0.5139,0.7364,0.8423,0.4949,1
11,child0,child,7.6004,1.000,0.000,1.000,0.000,2.000,286.200,2.481,108.000,1.373,15.467,1600,1408,78.24,59.54,10.05,1.8,0.9921,0.6498,30.92,0.02592,23.46,12.65,27.01,39.97,12.19,9.199,77.8,91.76,51.88,17.04,0.5674,0.7771,1,0.4657,1
11,child1,child,7.6004,1.000,0.000,1.000,0.000,2.000,286.200,2.481,108.000,1.373,15.467,1600,1482,79.72,47.01,13.62,1.76,0.9319,0.6852,28.44,0.02652,18.53,14.38,24.48,34.84,14.33,8.523,97.97,81.57,42.64,16.72,0.5305,0.6521,0.9341,0.5477,0.9563
11,child2,child,-2.4603,0.000,0.000,0.000,0.000,0.000,126.750,-0.253,300.000,4.673,14.017,1600,1534,77.39,55.36,11.77,1.464,0.7329,0.6246,28.32,0.03289,25.37,16.87,28.37,34.26,11.48,8.864,89.59,80.25,50.94,18.54,0.527,0.696,0.8383,0.6955,1
11,child3,child,19.2671,5.000,0.000,5.000,0.000,8.000,277.800,1.608,186.000,4.047,14.283,1292,1378,86.64,66.37,9.636,1.668,0.9888,0.735,37.99,0.02727,28.12,15.06,22.93,35.82,12.47,9.308,74.56,68.91,39.74,17.15,0.7497,0.7483,0.7978,0.4583,1
11,child4,child,-6.8031,1.000,0.000,1.000,0.000,3.000,177.383,0.519,327.000,4.653,104.750,1426,1830,125.8,57.81,10.98,1.409,0.9622,0.7682,37.82,0.03358,26.78,16.58,31.2,36.42,11.43,9.124,96.21,92.27,39.18,16.84,0.5726,0.7991,0.8571,0.5592,0.9636
11,child5,child,7.3181,2.000,0.000,2.000,0.000,4.000,134.783,1.834,142.000,2.293,14.450,1372,1397,89.84,58.21,12.98,1.64,0.9536,0.7077,35.69,0.02796,26.18,16.09,34.37,41.98,12.32,8.425,79.36,93.21,47.9,16.18,0.4987,0.8815,0.7101,0.5538,1
11,child6,child,6.9387,1.000,0.000,1.000,0.000,2.000,304.000,1.444,76.000,1.100,23.933,1319,1424,113.6,54.33,9.044,1.8,1.083,0.591,27.94,0.02378,27.59,13.96,29.99,49.5,11.63,9.188,71.87,108.1,42.88,18.39,0.5256,0.7645,0.9112,0.6502,1
11,child7,child,10.1753,3.000,0.000,3.000,0.000,3.000,133.350,2.009,142.000,2.313,14.450,1600,1503,105.5,66.42,9.908,1.8,0.9132,0.6718,32.8,0.03518,25.82,13.69,22.02,42.86,9.501,7.842,72.74,86.85,46.58,17.64,0.5363,0.6767,0.8398,0.4686,1
12,parent,parent,9.6144,2.000,0.000,2.000,0.000,4.000,267.283,1.740,166.000,2.360,15.050,1292,1378,86.64,66.37,9.636,1.668,0.9888,0.735,37.99,0.02727,28.12,15.06,22.93,35.82,12.47,9.308,74.56,68.91,39.74,17.15,0.7497,0.7483,0.7978,0.4583,1
12,child0,child,4.2061,1.000,0.000,1.000,0.000,3.000,160.083,1.376,164.000,2.000,14.433,1362,1364,81.26,64.32,10.28,1.716,0.8825,0.6907,31.08,0.02763,34.96,13.27,26.92,34.59,11.2,9.429,69.7,74.38,50.2,17.15,0.6603,0.8053,0.7,0.4397,1
12,child1,child,-1.4351,1.000,0.000,1.000,0.000,1.000,64.200,-0.374,328.000,4.407,20.117,1405,1334,86.91,61.6,9.544,1.518,0.8958,0.7156,45.87,0.02984,28.7,16.54,25.54,37.31,14.69,9.827,81.11,77.76,35.42,16.19,0.75,0.7183,0.8639,0.3095,1
12,child2,child,-6.3286,0.000,0.000,0.000,0.000,1.000,180.867,0.340,186.000,2.460,82.100,1483,1466,84.73,63.39,9.825,1.642,1.116,0.8016,35.06,0.03184,29.33,15.47,25.45,35.21,13.07,9.507,77.73,67.96,46.82,16.31,0.75,0.9,0.8587,0.4227,1
12,child3,child,13.6204,3.000,0.000,3.000,0.000,7.000,288.467,1.972,180.000,2.913,14.433,1477,1734,86.2,57.28,8.883,1.793,1.007,0.6945,39.15,0.02819,23.25,14.36,20.85,31.05,14.51,8.15,67.07,81.4,36.8,19.89,0.5844,0.7449,0.935,0.4928,1
12,child4,child,-4.0513,0.000,0.000,0.000,0.000,0.000,48.117,-0.407,345.000,4.200,9.400,1350,1469,96.31,70.32,9.921,1.591,0.9171,0.7709,40.59,0.02589,23.65,15.76,23.93,29.77,12.68,8.265,72.95,70.02,39.16,16.32,0.75,0.6424,0.8599,0.5067,1
