gen,candidate,kind,fitness,homeGoals,awayGoals,goalDiff,shotDiff,boxDiff,attThirdDiff,possDiff,reversals,transPerSec,stationary,ShootRangeNear,ShootRangeFar,ShootScoreNear,ShootScoreFar,ShootPressurePenalty,RoleAttackForward,RoleAttackMidfielder,RoleAttackDefender,PassBaseScore,PassScoreScale,PassPressureBonus,PassFarBonus,CrossBonus,DribbleBaseScore,DribbleLaneBonus,DribbleFreeSpaceBonus,ClearScore,ChaseBaseScore,HoldBaseScore,CommitmentBonus,AttackDepthDefender,AttackDepthMidfielder,AttackDepthForward,HomePositionLerp,DeepRunDepth,DefendDepthDefender,DefendDepthMidfielder,DefendDepthForward,DefendBallPull,GKChaseGoalDistance,GKChaseBallDistance,GKLineOffset,GKTrackLerp
15,child1,child,-0.1731,2.000,1.000,1.000,2.000,0.000,-98.067,0.146,97.000,1.867,11.283,1559,2120,79.64,72.44,9.434,1.8,0.6,1.3,32.97,0.01769,17.74,9.967,33.23,30.02,24.49,12.04,48.74,106.8,59.76,27.75,0.4206,0.6729,0.9988,0.8,0.9496,0.149,0.3828,0.85,0.1155,523.4,800,120,0.4552
15,child2,child,7.1943,3.000,0.000,3.000,2.000,0.000,-34.183,0.327,96.000,1.853,11.400,1419,2272,112.4,90.5,8.154,1.522,0.602,1.3,37.49,0.01487,15.32,11.78,34.31,23.08,24.74,13.24,47.56,107.8,62.89,23.54,0.4873,0.733,0.8888,0.7054,1,0.1831,0.267,0.7982,0.1023,472.7,793.5,120,0.3741
15,child3,child,-1.6374,1.000,0.000,1.000,1.000,3.000,-11.050,-0.921,95.000,1.127,39.933,1600,2460,115.9,95.53,8.181,1.655,0.6,1.278,38.86,0.01417,15.41,11.02,39.2,30.95,23.63,11.53,62.94,110,77.95,25.51,0.4809,0.7978,1,0.7232,0.8,0.1869,0.3251,0.85,0.1025,398,800,102.9,0.3986
15,child4,child,4.2514,2.000,0.000,2.000,2.000,0.000,-26.483,0.386,112.000,1.653,11.267,1600,2196,89.05,91.56,8.245,1.25,0.6,1.3,29.01,0.0154,16.7,10.53,33.53,31.22,17.64,11.14,67.66,110,79.72,23.17,0.5552,0.7977,0.9019,0.737,1,0.2187,0.3065,0.7183,0.1072,443,635.1,97.4,0.4039
15,child5,child,-5.6974,5.000,3.000,2.000,-6.000,-6.000,-109.750,0.121,351.000,4.713,13.817,1600,2083,94.57,63.68,9.301,1.531,0.6,1.3,29.58,0.01852,17.08,11.83,31.67,27.37,22.03,13.15,57.8,110,76.28,21.55,0.6518,0.812,1,0.7062,1,0.1833,0.3381,0.85,0.119,586.7,800,112.9,0.4699
15,child6,child,0.9087,2.000,1.000,1.000,1.000,1.000,-25.817,0.050,86.000,1.667,12.733,1519,2600,103,97.29,8.771,1.274,0.7332,1.248,33.43,0.0153,17.54,12.84,33.35,31.65,22.68,11.33,63.93,92.91,64.17,18.66,0.5738,0.6771,1,0.8,1,0.1691,0.3527,0.85,0.09425,478.2,733.7,84.51,0.3493
15,child7,child,14.5929,6.000,1.000,5.000,10.000,3.000,-83.967,0.878,305.000,3.787,13.383,1600,2600,126.3,74.45,8.026,1.515,0.6442,1.3,33.69,0.01783,16.65,11.84,30.4,27.62,21.49,13.44,53.48,101.4,58.76,26.76,0.3914,0.8253,1,0.8,1,0.1964,0.3744,0.8352,0.09595,398.1,710.2,83.7,0.4697
16,parent,parent,29.1839,8.000,0.000,8.000,16.000,7.000,16.167,1.166,337.000,4.593,12.933,1600,2600,126.3,74.45,8.026,1.515,0.6442,1.3,33.69,0.01783,16.65,11.84,30.4,27.62,21.49,13.44,53.48,101.4,58.76,26.76,0.3914,0.8253,1,0.8,1,0.1964,0.3744,0.8352,0.09595,398.1,710.2,83.7,0.4697
16,child0,child,-7.7793,1.000,1.000,0.000,1.000,2.000,83.083,0.501,137.000,1.780,90.433,1532,2600,135.6,80.15,5.865,1.751,0.6812,1.3,33.81,0.01853,15.01,13.65,27.52,29.81,19.37,13.15,58.45,103.8,43.21,22.8,0.4551,0.9,1,0.8,0.9819,0.1476,0.4402,0.6788,0.09094,441.5,625.2,72.81,0.4357
16,child1,child,13.1167,6.000,1.000,5.000,5.000,3.000,18.850,1.189,416.000,4.533,13.417,1536,2054,89.37,74.71,6.644,1.367,0.6308,1.077,34.54,0.01648,14.85,12.59,32.33,30.16,23.11,13.24,47.74,108,60.24,29.78,0.35,0.8585,1,0.8,1,0.2109,0.3971,0.7998,0.1081,449.7,570.1,84.39,0.471
16,child2,child,16.3672,7.000,1.000,6.000,6.000,2.000,-75.617,1.045,232.000,4.047,13.183,1546,2600,128.4,70.65,9.52,1.535,0.6,1.294,42.74,0.01581,15.79,12.78,31.1,32.42,19.09,19.2,47.34,108.4,66.96,20.66,0.35,0.7798,0.8668,0.7837,1,0.1826,0.3103,0.85,0.1155,410.2,592,72.47,0.5183
16,child3,child,-4.8482,2.000,0.000,2.000,0.000,0.000,-10.767,1.185,147.000,2.120,95.433,1513,2539,124.3,84.84,9.112,1.8,0.6704,1.3,31.46,0.02065,16.15,11.92,30.43,27.67,17.97,12.72,62.11,83.42,52.3,29.31,0.35,0.7757,1,0.8,0.8226,0.1837,0.3285,0.7647,0.09323,408.3,719.5,91.42,0.4377
16,child4,child,-9.0523,1.000,0.000,1.000,0.000,-1.000,42.883,1.508,65.000,1.073,127.067,1498,2299,121.2,72.92,8.394,1.304,0.6,1.3,39.39,0.01683,15.14,11.65,29.41,31.19,19.04,12.51,45.35,110,57.88,30,0.3936,0.8561,1,0.6809,1,0.2022,0.405,0.662,0.1087,428.6,615,85.62,0.4815
16,child5,child,2.9364,3.000,0.000,3.000,1.000,2.000,26.750,1.122,400.000,3.493,37.100,1476,2600,115,67.02,6.658,1.63,0.6002,1.256,36.65,0.01681,15.47,12.12,25.08,28.12,20.04,14.33,50.57,103.6,47.44,22.45,0.4358,0.8433,1,0.6938,0.8378,0.1789,0.2914,0.7539,0.08633,411.9,694.1,74.46,0.4479
16,child6,child,-0.8350,2.000,0.000,2.000,12.000,-2.000,-126.200,-0.070,439.000,2.827,52.033,1600,2600,147.9,66.81,8.112,1.151,0.8048,1.3,36.16,0.02055,15.96,9.539,28.57,28.26,22.04,13.08,45.12,110,63.12,24.51,0.3958,0.8499,0.9765,0.681,0.8,0.1836,0.3889,0.85,0.09036,442.9,652.7,79.24,0.4301
16,child7,child,2.2478,2.000,0.000,2.000,1.000,-1.000,-95.200,0.418,112.000,1.907,10.467,1600,2600,123.6,83.31,7.113,1.256,0.8003,1.266,36.04,0.0205,16.68,11.71,25.86,26.5,21.28,14.18,72.37,110,64.96,28.42,0.459,0.8041,0.9938,0.8,1,0.1827,0.4184,0.85,0.09566,441.2,759.5,90.95,0.3589
17,parent,parent,11.0081,5.000,0.000,5.000,8.000,-2.000,-108.333,0.864,330.000,3.720,21.850,1600,2600,126.3,74.45,8.026,1.515,0.6442,1.3,33.69,0.01783,16.65,11.84,30.4,27.62,21.49,13.44,53.48,101.4,58.76,26.76,0.3914,0.8253,1,0.8,1,0.1964,0.3744,0.8352,0.09595,398.1,710.2,83.7,0.4697
17,child0,child,12.6702,4.000,0.000,4.000,6.000,2.000,13.250,0.308,158.000,2.253,13.433,1350,2600,110.6,80.16,9.733,1.513,0.6596,1.3,34.18,0.01788,15.47,12.44,28.73,25.44,22.63,13.7,63.36,110,64.67,24.94,0.4527,0.8446,0.9533,0.8,0.9398,0.2158,0.3314,0.85,0.09671,308.8,800,71.7,0.4874
17,child1,child,8.0207,2.000,0.000,2.000,16.000,1.000,-57.100,0.432,367.000,2.967,12.867,1565,2535,144,70.42,10.49,1.616,0.7081,1.25,29.8,0.01564,19.78,14.67,29,30.54,21.28,14.55,52.6,107.4,54.45,26.03,0.4004,0.9,1,0.8,1,0.2269,0.4429,0.6879,0.09231,337.5,672.3,73.56,0.4523
17,child2,child,-8.0170,2.000,0.000,2.000,10.000,-3.000,-186.817,-0.520,432.000,2.873,98.133,1600,2367,138.6,67.39,8.097,1.182,0.7903,1.3,32.5,0.01853,16.31,11.65,34.56,21.76,20.58,14.78,57.03,95.21,51.15,26.47,0.35,0.7953,1,0.7441,0.9916,0.2046,0.3889,0.7337,0.09545,451,691.3,84.46,0.538
17,child3,child,-3.5209,2.000,1.000,1.000,1.000,-4.000,-174.583,0.823,144.000,2.207,14.800,1600,2377,122.3,67.35,6.58,1.627,0.6833,1.007,31.39,0.01622,14.43,12.12,33.97,27.99,18.97,14.43,47.54,105.2,58.41,30,0.3543,0.8499,1,0.8,1,0.1877,0.4175,0.7177,0.1054,363.7,786.2,77.83,0.5653
17,child4,child,-44.9908,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,450.000,1549,2441,138.3,70.46,7.175,1.646,0.6636,1.184,33.38,0.02251,15.31,12.34,31.91,31.37,20.22,16.03,54.44,89.07,69.78,30,0.3662,0.8463,1,0.8,0.9454,0.184,0.4923,0.7104,0.1017,456.6,602.3,78.24,0.5095
17,child5,child,23.9912,8.000,0.000,8.000,10.000,3.000,-27.683,1.184,390.000,4.520,12.950,1455,2600,118.5,78.51,8.515,1.631,0.6,1.232,36.22,0.01908,21.06,12.15,28.53,41.92,21.82,11.84,49.53,88.86,53.21,27.33,0.35,0.8265,0.9297,0.8,0.9976,0.1555,0.3677,0.8329,0.09228,426.5,674.9,69.39,0.4551
17,child6,child,12.2019,5.000,1.000,4.000,8.000,3.000,-3.617,0.662,258.000,4.333,16.433,1600,2600,158.1,75.6,7.263,1.325,0.6444,1.07,38.82,0.01673,17.63,14.21,35.7,27.59,22.45,10.54,45.31,108.7,58.74,27.13,0.35,0.9,1,0.7553,1,0.2216,0.3669,0.85,0.09649,395.2,602.3,78.27,0.5207
17,child7,child,-44.9927,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,450.000,1170,2600,113.8,72.32,6.765,1.473,0.6226,1.3,33.68,0.01486,14.1,10.82,40,26.97,22.79,10.61,60.04,80.1,60.28,24.27,0.4052,0.8116,0.8125,0.8,1,0.1899,0.3858,0.7189,0.09507,417.2,744.2,89.54,0.4712
18,parent,parent,13.9393,4.000,0.000,4.000,19.000,4.000,74.700,1.341,403.000,3.133,61.817,1455,2600,118.5,78.51,8.515,1.631,0.6,1.232,36.22,0.01908,21.06,12.15,28.53,41.92,21.82,11.84,49.53,88.86,53.21,27.33,0.35,0.8265,0.9297,0.8,0.9976,0.1555,0.3677,0.8329,0.09228,426.5,674.9,69.39,0.4551
18,child0,child,-16.5981,4.000,1.000,3.000,0.000,2.000,-143.033,0.071,334.000,3.447,194.883,1309,2600,142.9,92.24,8.538,1.513,0.6,1.3,44.11,0.02025,17.67,14.15,22.13,45.15,23.76,13.67,46.69,104.4,67.48,26.43,0.429,0.7561,0.9162,0.702,0.9388,0.1644,0.3011,0.85,0.09417,409.1,656.5,75.39,0.4939
18,child1,child,17.4028,5.000,0.000,5.000,10.000,5.000,-1.717,1.000,240.000,3.247,13.383,1438,2600,130.7,91.52,9.227,1.625,0.6,1.209,31.01,0.02139,21.7,10.45,29.48,41.48,20.26,15.25,56.14,92.21,51.79,27.18,0.35,0.8487,0.804,0.8,0.8158,0.179,0.3784,0.85,0.08592,408.3,685.2,73,0.4258
18,child2,child,8.1400,5.000,1.000,4.000,5.000,-1.000,-4.733,0.267,434.000,4.820,13.767,1513,2561,116.1,73.16,8.286,1.499,0.6,0.918,39.17,0.01779,22.75,14.69,33.46,37.54,20.57,13.69,42.8,103.8,51.15,29.3,0.4113,0.8367,0.8911,0.8,0.9594,0.1406,0.4395,0.7277,0.09735,446.5,631,77.05,0.3698
18,child3,child,10.2578,4.000,1.000,3.000,13.000,0.000,-20.933,0.568,338.000,3.873,13.400,1272,2600,98.39,75.43,10.32,1.483,0.6,0.9069,32.3,0.01581,18.7,13.9,32.41,43.28,21.38,13.65,39.71,110,46.64,30,0.35,0.695,0.9139,0.7858,0.9982,0.159,0.3615,0.8169,0.09534,377.9,677.5,71.78,0.4363
18,child4,child,-14.7783,1.000,3.000,-2.000,-3.000,-6.000,-95.000,-0.645,185.000,2.707,17.350,1515,2600,108.4,95.4,10.68,1.431,0.6,1.183,30.05,0.02095,21.35,11.2,33.73,48.21,28.6,12.08,56,100.6,56.95,30,0.3562,0.9,0.851,0.7945,0.8882,0.1613,0.4132,0.85,0.1015,369.5,525.2,64.48,0.4378
18,child5,child,-44.9944,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,450.000,1539,2600,134.6,80.89,8.762,1.763,0.6,1.165,27.36,0.02113,18.61,10.53,22.69,43.03,25.7,12.34,59.06,72.55,60.98,24.09,0.35,0.7487,1,0.7991,0.9225,0.132,0.2791,0.6767,0.09388,469.4,718,51.74,0.4056
18,child6,child,27.5124,8.000,0.000,8.000,13.000,6.000,-9.067,1.330,238.000,4.060,18.850,1580,2134,120.9,75.9,8.816,1.512,0.645,1.3,38.04,0.01641,19.66,11.61,30.74,45.74,26.23,10.25,52.68,83.43,56.78,28.79,0.35,0.7488,0.8804,0.6284,0.9375,0.1795,0.3504,0.7491,0.09087,386.5,539.9,60.89,0.4719
18,child7,child,25.7330,8.000,1.000,7.000,15.000,8.000,68.450,1.251,451.000,5.380,13.133,1600,2600,106.4,86.74,9.47,1.399,0.6,0.9918,31.83,0.01997,21.18,12.91,33.56,47.28,23.14,10.09,46.52,93.67,51.17,28.51,0.3525,0.737,0.9436,0.8,0.8859,0.1463,0.3897,0.6823,0.1086,455.5,668.7,56.53,0.6
19,parent,parent,24.0560,7.000,0.000,7.000,18.000,2.000,-36.233,0.999,421.000,4.153,14.933,1580,2134,120.9,75.9,8.816,1.512,0.645,1.3,38.04,0.01641,19.66,11.61,30.74,45.74,26.23,10.25,52.68,83.43,56.78,28.79,0.35,0.7488,0.8804,0.6284,0.9375,0.1795,0.3504,0.7491,0.09087,386.5,539.9,60.89,0.4719
19,child0,child,8.0076,3.000,1.000,2.000,11.000,2.000,64.600,0.589,408.000,2.973,11.017,1372,1736,97.05,72.48,8.461,1.294,0.7195,1.294,41.25,0.01432,18.32,12.09,26.32,39.12,27.2,10.23,47.9,81.86,47.42,29,0.3555,0.7514,0.8228,0.6902,1,0.1969,0.4179,0.7093,0.09244,366.3,475,55.58,0.4401
19,child1,child,7.5339,4.000,1.000,3.000,8.000,-2.000,-63.367,0.108,225.000,3.060,12.967,1600,2237,140.6,76.81,9.996,1.269,0.6,1.3,37.16,0.01553,18.43,13.54,24.3,47.07,23.51,9.884,56.42,78.83,55.55,28.09,0.35,0.8551,0.8888,0.6769,0.8,0.1912,0.3798,0.6906,0.07777,373.2,551,52.92,0.5232
19,child2,child,-44.9936,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,450.000,1326,2120,124.7,87.21,8.853,1.666,0.6,1.194,40.43,0.02171,17.8,14.42,28.5,41.67,27.07,10.19,49.2,72.31,59.28,30,0.4159,0.8365,0.8337,0.5514,0.9163,0.1873,0.3407,0.85,0.08151,382.8,687.8,63.55,0.4791
19,child3,child,-44.9917,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,450.000,1600,2178,101.4,74.09,7.804,1.413,0.6544,1.3,41.3,0.01682,22.66,12.46,32.66,42.27,25.94,11.03,56.6,71.23,57.5,27.2,0.35,0.8852,0.8909,0.5865,0.9987,0.1726,0.3656,0.8175,0.1053,396.6,566,58.94,0.5392
19,child4,child,-44.9916,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,450.000,1508,2016,127.1,94.08,9.028,1.54,0.6134,0.9979,39.77,0.0147,23.92,11.64,26.38,46.9,29.94,11.26,48.5,81.06,63.63,29.46,0.4006,0.7476,0.9457,0.6805,0.8298,0.1765,0.3826,0.6179,0.07277,379,466.2,61.03,0.4716
19,child5,child,3.2239,5.000,2.000,3.000,1.000,0.000,-115.150,0.068,234.000,3.740,12.933,1356,2122,119.4,88.47,6.306,1.682,0.6,1.3,35.12,0.01614,20.69,10.94,31.75,50.99,24.55,13.46,64.57,80.37,54.78,29.72,0.399,0.6894,0.8078,0.7018,1,0.1609,0.3614,0.7105,0.08478,398.3,490.1,53.63,0.4925
19,child6,child,-5.3634,0.000,0.000,0.000,0.000,1.000,-15.133,0.327,434.000,2.060,8.783,1600,2052,98.7,74.5,8.324,1.486,0.6,1.3,45.72,0.01522,20.36,10.13,27.28,52.6,25.15,10.81,68.46,84.22,57.56,30,0.35,0.7146,0.7002,0.5859,0.8117,0.2003,0.3797,0.7673,0.07954,382.9,508.7,68.86,0.4241
19,child7,child,-44.9919,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000,450.000,1501,2524,132.1,62.52,8.049,1.622,0.6317,1.187,28.7,0.01809,18.87,11.34,31.76,44.43,24.6,12.68,59.15,60.3,58.15,30,0.3512,0.5551,0.9321,0.582,0.8,0.1704,0.3589,0.6844,0.09239,432,534.4,56.05,0.5044
20,parent,parent,13.9234,6.000,1.000,5.000,12.000,0.000,-71.233,0.706,400.000,4.400,15.650,1580,2134,120.9,75.9,8.816,1.512,0.645,1.3,38.04,0.01641,19.66,11.61,30.74,45.74,26.23,10.25,52.68,83.43,56.78,28.79,0.35,0.7488,0.8804,0.6284,0.9375,0.1795,0.3504,0.7491,0.09087,386.5,539.9,60.89,0.4719
20,child0,child,10.8682,6.000,1.000,5.000,0.000,0.000,-32.367,0.938,224.000,3.720,13.417,1440,2187,131.2,73.75,8.822,1.123,0.7429,1.3,36.47,0.01735,18.86,12.38,29.74,44.07,26.18,11.23,49.1,90.24,50.16,30,0.3824,0.7333,0.9192,0.6281,0.9605,0.2052,0.3447,0.663,0.09457,450.9,534,56.6,0.514
20,child1,child,-44.9914,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,450.000,1389,2158,145.2,70.59,11.09,1.449,0.6343,1.3,36.74,0.01469,23.87,14.26,23.88,48.86,20.07,11.29,55.51,74.15,61.31,28.42,0.3615,0.8081,0.8703,0.7296,0.8834,0.1787,0.4325,0.6866,0.06901,353.3,658.5,60.1,0.4979
20,child2,child,13.0181,4.000,1.000,3.000,22.000,2.000,55.700,0.768,712.000,4.200,13.400,1600,1902,126.9,87.73,8.001,1.747,0.7053,1.3,31.2,0.01566,21.5,10.16,27.61,46.24,30,9.655,52.88,88.87,42.93,24.29,0.35,0.6828,1,0.7182,1,0.2295,0.2797,0.7553,0.07547,473.1,657.4,63.25,0.4159
20,child3,child,-11.0117,2.000,3.000,-1.000,-2.000,-4.000,-35.550,-0.047,398.000,3.640,11.333,1518,2324,113,80.26,8.204,1.436,0.6,1.214,47.47,0.01641,18.05,10.53,30.66,45.74,28.68,12.27,54.18,88.85,63.51,26.75,0.35,0.6926,0.9726,0.6678,0.8757,0.1991,0.3562,0.7769,0.09939,319.6,460.7,55.03,0.5364
20,child4,child,1.7190,2.000,0.000,2.000,8.000,-1.000,-66.417,-0.343,216.000,1.980,42.233,1600,1825,143.1,70.7,8.773,1.462,0.6,1.3,41.36,0.01651,17.59,12.05,29.2,41.69,25.5,11.42,61,100.7,63.31,30,0.35,0.6961,0.7535,0.7261,0.9208,0.2274,0.3187,0.8082,0.09182,415.9,492.4,62.45,0.4178
20,child5,child,13.2080,5.000,1.000,4.000,6.000,3.000,38.350,0.901,212.000,3.080,11.817,1238,2064,110.5,71.64,9.241,1.612,0.6,1.28,40.75,0.01794,16.18,12.19,31.06,39.27,27.53,7.389,49.9,68.45,46.14,26.43,0.3832,0.6311,0.7287,0.5867,0.9135,0.1366,0.3217,0.8018,0.101,368.2,509.7,57.68,0.4846
20,child6,child,16.0332,5.000,0.000,5.000,8.000,2.000,-13.267,0.942,197.000,2.673,13.350,1586,2245,100.9,66.33,6.725,1.371,0.7009,1.3,32.92,0.01794,19.76,11.24,29.28,40.72,30,10.46,46.23,69.52,45.95,29.64,0.35,0.7695,0.8517,0.7271,0.8771,0.174,0.3383,0.7648,0.09215,386.6,584.9,61.93,0.4242
20,child7,child,4.8036,5.000,0.000,5.000,-5.000,-4.000,-44.683,1.010,481.000,4.013,12.967,1600,1820,105.7,80.77,8.938,1.68,0.6715,1.3,39.06,0.01623,18.67,14.27,35.26,41.23,25.9,11.37,53.92,81.27,55.51,30,0.4005,0.6594,0.8057,0.5214,1,0.1942,0.3143,0.7356,0.06738,521.3,652.1,58.68,0.5165
21,parent,parent,13.0072,4.000,0.000,4.000,11.000,3.000,-30.200,0.831,327.000,2.560,13.783,1586,2245,100.9,66.33,6.725,1.371,0.7009,1.3,32.92,0.01794,19.76,11.24,29.28,40.72,30,10.46,46.23,69.52,45.95,29.64,0.35,0.7695,0.8517,0.7271,0.8771,0.174,0.3383,0.7648,0.09215,386.6,584.9,61.93,0.4242
21,child0,child,-3.9497,0.000,0.000,0.000,0.000,0.000,-46.750,-0.026,235.000,1.467,5.050,1600,2115,101.3,68.88,6.79,1.256,0.7655,1.3,28.78,0.0183,20.59,13.97,25.18,45.19,30,8.581,53.39,68.6,41.84,30,0.35,0.704,0.9519,0.7959,0.924,0.1709,0.2606,0.7548,0.1118,404.9,583,69.01,0.5121
21,child1,child,-6.8262,4.000,1.000,3.000,1.000,-1.000,-172.983,-0.560,139.000,2.447,107.517,1349,2171,107.9,67.48,6.348,1.384,0.6541,1.3,29.38,0.0184,18.82,10.98,28.71,36.74,29.2,9.803,37.08,74.49,41.41,30,0.35,0.8455,0.9904,0.8,0.8566,0.1964,0.3319,0.7624,0.0786,356.4,535.8,59.52,0.4895
21,child2,child,-44.9922,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000,450.000,1600,2266,96.97,69.67,5.745,1.265,0.6956,1.3,32.51,0.01605,26.42,11.88,28.64,40.84,30,9.608,47.11,69.77,57.82,22.72,0.35,0.9,0.8916,0.8,0.8716,0.1611,0.3893,0.681,0.1152,336.9,504.6,57.04,0.4308
21,child3,child,-44.9937,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,450.000,1600,2441,99.18,63.77,6.727,1.347,0.6777,1.3,35.97,0.01669,18.06,12.36,28.93,33.45,26.42,10.51,41.67,66.87,55.28,30,0.3664,0.7355,0.8053,0.6726,0.8995,0.1902,0.3367,0.7527,0.09377,361.8,536.8,50.75,0.4195
21,child4,child,16.8427,5.000,0.000,5.000,5.000,5.000,37.333,1.027,128.000,2.560,13.817,1600,1863,106.6,57.35,6.308,1.19,0.9092,1.294,35.33,0.01938,22.36,12.19,34.53,37.58,30,11.92,47.36,81.22,45.41,30,0.353,0.8614,1,0.7971,0.8,0.2106,0.2708,0.85,0.1363,452.8,578.3,62.55,0.434
21,child5,child,26.0126,6.000,0.000,6.000,26.000,4.000,64.217,1.517,601.000,4.353,13.850,1600,2123,108.1,58.71,6.209,1.386,0.6,1.053,31.47,0.01977,16.66,14.15,29.21,37.3,30,12.27,40.54,63.16,39.47,30,0.3872,0.8987,0.8396,0.758,0.8,0.1882,0.3164,0.7846,0.07833,415.6,650.8,62.55,0.4003
21,child6,child,8.4767,3.000,0.000,3.000,6.000,1.000,-46.933,0.517,168.000,2.000,11.633,1573,2043,101.8,60.2,6.739,1.441,0.7229,1.3,26.3,0.01835,21.25,11.43,35.27,45.05,27.45,9.3,43.94,89.25,44.24,26.04,0.3604,0.7882,0.7764,0.8,0.8,0.1754,0.3133,0.6712,0.09381,354.9,697.1,58.37,0.4901
21,child7,child,-0.4169,1.000,0.000,1.000,0.000,0.000,-33.650,0.113,193.000,1.653,7.050,1302,2014,95.04,64.56,6.575,1.149,0.7585,1.13,38.74,0.01964,15.44,12.97,32.32,47.73,30,10.8,41.11,93.47,44.75,27.02,0.3592,0.6266,0.7804,0.8,0.9783,0.1597,0.2893,0.85,0.09714,378.9,539.7,67.59,0.552
22,parent,parent,30.8490,8.000,0.000,8.000,15.000,14.000,123.100,1.539,482.000,5.007,13.617,1600,2123,108.1,58.71,6.209,1.386,0.6,1.053,31.47,0.01977,16.66,14.15,29.21,37.3,30,12.27,40.54,63.16,39.47,30,0.3872,0.8987,0.8396,0.758,0.8,0.1882,0.3164,0.7846,0.07833,415.6,650.8,62.55,0.4003
22,child0,child,7.6901,3.000,0.000,3.000,2.000,1.000,3.183,0.182,166.000,1.827,8.217,1552,2418,106.8,60.67,7.259,1.277,0.6,1.034,21.81,0.01817,17.98,15.51,28.48,46.37,24.57,12.45,39.96,60,37,26.22,0.393,0.9,0.7,0.7308,0.8149,0.1754,0.3253,0.7263,0.08622,474.4,643.7,67.42,0.3715
22,child1,child,-22.1829,2.000,5.000,-3.000,-3.000,-4.000,-127.600,-1.522,332.000,3.213,39.283,1369,2050,122.7,56.92,6.939,1.271,0.7353,1.169,33.61,0.01888,13.97,11.37,28.36,42.53,30,12.75,42.02,60,38.77,26.32,0.4168,0.9,0.8934,0.8,0.8743,0.173,0.2796,0.85,0.08575,500.1,706.3,45.14,0.4579
22,child2,child,20.4957,6.000,0.000,6.000,17.000,5.000,-10.600,1.109,390.000,3.987,30.483,1600,2530,127.1,69.01,6.504,1.478,0.6,1.04,26.22,0.01885,17.02,14.11,30.82,29.14,30,14.31,38.28,60,35.61,29.87,0.3953,0.9,0.7116,0.6238,0.9009,0.1616,0.3056,0.85,0.0976,385.9,712.3,67.36,0.3666
22,child3,child,-44.9913,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,450.000,1600,1792,98.89,65.41,7.369,1.364,0.6236,0.8953,37.13,0.01907,16.45,14.61,26.38,41.04,30,11.94,38.64,60,45.77,27.76,0.3929,0.9,0.8373,0.8,0.8,0.1999,0.2579,0.71,0.07639,447.6,709.2,57.62,0.3924
22,child4,child,-7.6890,1.000,2.000,-1.000,-1.000,-1.000,-63.767,-0.349,121.000,1.827,11.467,1369,1903,106.3,71.95,4.702,1.371,0.6,1.062,28.85,0.01717,17.06,15.39,26.1,39.03,30,14.04,35.4,60,34.75,30,0.3677,0.8248,0.8318,0.7163,0.9258,0.2191,0.3372,0.85,0.07542,320.8,674.6,55.65,0.4241
22,child5,child,-2.9372,5.000,4.000,1.000,2.000,1.000,-60.400,0.086,414.000,4.907,13.417,1280,2030,125.4,48.57,6.818,1.3,0.682,1.16,33.24,0.02192,17.53,13.73,31.67,36.55,29.64,11.24,37.64,66.54,38.08,27.29,0.35,0.9,0.8799,0.7414,0.8,0.2169,0.3895,0.6668,0.08595,398,612,56.64,0.3722
22,child6,child,3.8219,4.000,0.000,4.000,12.000,1.000,-137.683,0.151,350.000,2.900,79.100,1588,1811,124.5,53.54,5.903,1.704,0.616,1.157,27.55,0.01718,23.16,13.35,29.03,35.34,23.21,10.76,33.92,73.6,36.3,27.45,0.389,0.7742,0.8523,0.6968,0.8533,0.1811,0.3556,0.7641,0.08515,443.5,778.8,68.52,0.3443
22,child7,child,21.9283,8.000,1.000,7.000,11.000,4.000,14.450,1.221,406.000,5.213,16.900,1455,2135,112.9,49.36,5.72,1.331,0.6,1.105,31.91,0.02026,18.12,16.03,32.95,36.35,30,13.6,36.93,69.17,38.21,30,0.4636,0.7326,0.8428,0.7696,0.8,0.1782,0.4263,0.85,0.1025,448.3,413.4,49.31,0.3939
23,parent,parent,16.8559,6.000,0.000,6.000,3.000,3.000,7.217,1.048,223.000,3.540,13.283,1600,2123,108.1,58.71,6.209,1.386,0.6,1.053,31.47,0.01977,16.66,14.15,29.21,37.3,30,12.27,40.54,63.16,39.47,30,0.3872,0.8987,0.8396,0.758,0.8,0.1882,0.3164,0.7846,0.07833,415.6,650.8,62.55,0.4003
