gen,candidate,kind,fitness,homeGoals,awayGoals,goalDiff,shotDiff,boxDiff,attThirdDiff,possDiff,reversals,transPerSec,stationary,ShootRangeNear,ShootRangeFar,ShootScoreNear,ShootScoreFar,ShootPressurePenalty,RoleAttackForward,RoleAttackMidfielder,RoleAttackDefender,PassBaseScore,PassScoreScale,PassPressureBonus,PassFarBonus,CrossBonus,DribbleBaseScore,DribbleLaneBonus,DribbleFreeSpaceBonus,ClearScore,ChaseBaseScore,HoldBaseScore,CommitmentBonus,AttackDepthDefender,AttackDepthMidfielder,AttackDepthForward,HomePositionLerp,DeepRunDepth,DefendDepthDefender,DefendDepthMidfielder,DefendDepthForward,DefendBallPull,GKChaseGoalDistance,GKChaseBallDistance,GKLineOffset,GKTrackLerp
23,child0,child,7.6936,4.000,1.000,3.000,15.000,3.000,-23.983,0.104,386.000,3.687,47.500,1600,1955,111.2,55.58,6.627,1.252,0.6,1.069,24.53,0.01814,13.99,13.69,30.22,31.58,30,12.14,43.26,60,37,30,0.3672,0.9,0.7875,0.6302,0.8,0.1712,0.2946,0.814,0.07094,384.1,632.4,50.32,0.4573
23,child1,child,-44.9921,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000,450.000,1544,2600,132.9,45.66,5.75,1.703,0.6037,1.233,39.28,0.02083,15.64,13.28,27.66,45.24,30,11.5,42.61,60,48.21,30,0.3855,0.9,0.7292,0.701,0.8515,0.1905,0.3444,0.85,0.0659,441.2,777,53.34,0.3921
23,child2,child,-1.7947,0.000,0.000,0.000,0.000,0.000,-0.250,-0.197,119.000,0.927,4.083,1338,2206,93.52,58.37,5.891,1.378,0.6014,1.054,24.4,0.01945,20.12,11.87,29.71,38.37,27.7,8.852,44.44,67.73,32.79,27.47,0.4153,0.9,0.88,0.7413,0.8,0.217,0.3136,0.8137,0.07135,465.4,617.7,59.78,0.3882
23,child3,child,-44.9901,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,450.000,1600,2063,110.1,61.24,6.035,1.265,0.6,1.09,32.05,0.0147,17.45,15.17,28.64,26.32,30,13.36,43.38,60,40.93,30,0.5059,0.8188,0.7909,0.8,0.8075,0.1847,0.3465,0.85,0.09173,385.9,576.5,63.05,0.3809
23,child4,child,-44.9914,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,450.000,1600,2600,133.1,51.35,5.578,1.177,0.6973,1.032,33.13,0.0184,18.59,12.99,32.41,36.74,28,11.92,39.29,60,39.94,30,0.409,0.7039,0.7994,0.7515,0.8,0.1492,0.2896,0.767,0.06634,469.1,683.3,51.58,0.3527
23,child5,child,-2.7273,0.000,0.000,0.000,0.000,1.000,11.683,-0.341,143.000,1.373,14.233,1600,2019,95.07,52.58,6.366,1.368,0.6,1.004,34.46,0.01804,18.11,14.88,27.17,40.64,30,11.69,44.05,73.39,35.28,30,0.4118,0.9,0.8185,0.6856,0.8052,0.1665,0.2924,0.6713,0.08684,435.3,697,81.86,0.3752
23,child6,child,1.4812,1.000,1.000,0.000,11.000,0.000,12.217,0.167,302.000,2.300,10.967,1600,1688,97.01,56.62,6.707,1.239,0.6,1.063,19.87,0.02564,14.83,15.28,29.75,37.25,27.76,12.6,46.42,67.64,42.34,30,0.4241,0.8076,0.8654,0.66,0.8674,0.1532,0.3097,0.7316,0.06722,362.1,613.8,64.98,0.3712
23,child7,child,20.3214,6.000,0.000,6.000,14.000,3.000,6.667,1.110,414.000,4.387,13.883,1600,1852,136.7,48.68,5.58,1.378,0.6,1.023,32.74,0.02064,15.96,15.25,30.55,30.24,25.33,13.39,42.71,66.22,42.06,30,0.3638,0.9,0.7623,0.6076,0.9623,0.2006,0.2939,0.7221,0.08374,396.8,639.8,58.58,0.4102
24,parent,parent,13.0026,3.000,0.000,3.000,20.000,2.000,-0.750,0.496,511.000,3.953,11.250,1600,1852,136.7,48.68,5.58,1.378,0.6,1.023,32.74,0.02064,15.96,15.25,30.55,30.24,25.33,13.39,42.71,66.22,42.06,30,0.3638,0.9,0.7623,0.6076,0.9623,0.2006,0.2939,0.7221,0.08374,396.8,639.8,58.58,0.4102
24,child0,child,-44.9924,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,450.000,1600,1856,142.6,46.96,4.936,1.392,0.6816,0.9528,36.8,0.02054,13.06,13.09,34.57,38.5,23.26,14.16,37.37,60,45.32,29.49,0.35,0.7911,0.9916,0.7727,0.9065,0.1799,0.2525,0.6978,0.08401,314.2,683.1,47.56,0.4621
24,child1,child,-3.4582,3.000,0.000,3.000,6.000,0.000,-1.250,-0.592,328.000,3.707,114.867,1600,1963,115.3,54.26,5.764,1.342,0.6,0.8805,41.76,0.0237,16.03,16.43,32.96,30.15,30,14.94,41.46,65.84,39.53,25.63,0.3529,0.9,0.7856,0.578,0.96,0.2412,0.3224,0.6412,0.07838,456.8,603.6,61.71,0.3667
24,child2,child,34.2637,10.000,0.000,10.000,13.000,9.000,67.900,1.007,314.000,5.327,22.250,1600,1834,136.4,52.53,5.679,1.379,0.6,0.9667,29.34,0.02096,15.64,17.84,25.98,33.53,26.93,10.58,47.03,69.27,47.28,30,0.4546,0.9,0.831,0.5749,0.9849,0.2271,0.3378,0.8038,0.0814,508.3,719.4,61.96,0.4788
24,child3,child,-4.0971,5.000,1.000,4.000,-1.000,0.000,-10.517,1.090,214.000,3.653,134.267,1488,2117,131.2,57.6,5.639,1.377,0.6,1.158,34.5,0.01738,14.97,16.29,26.92,26.72,24.46,12.77,35.14,67.87,46,29.51,0.3712,0.9,0.83,0.5371,0.9264,0.1947,0.3128,0.6413,0.08337,375.9,703.7,48.62,0.4564
24,child4,child,26.0629,7.000,0.000,7.000,19.000,5.000,28.700,0.957,465.000,4.980,13.417,1575,2294,122.5,51.01,5.224,1.606,0.6,1.035,33.64,0.02443,20.15,14.8,27.82,37.03,23.4,15.67,34.42,60,36.88,28.61,0.3873,0.8381,0.7262,0.4976,1,0.2561,0.3854,0.85,0.09343,402.8,587.3,45.97,0.4463
24,child5,child,-13.5677,1.000,0.000,1.000,1.000,1.000,-120.983,-1.123,142.000,1.880,126.783,1460,1724,143.3,46.24,5.306,1.123,0.6636,0.9799,36.52,0.02024,16.96,17.12,26.78,35.55,20.79,14.95,51.31,81.49,47.4,29.68,0.35,0.824,0.7,0.6016,0.9493,0.2302,0.2296,0.649,0.07619,416,639.4,61.85,0.3837
24,child6,child,-21.9334,4.000,2.000,2.000,-8.000,-5.000,-218.150,-1.076,273.000,3.660,149.367,1450,1698,138.1,56.25,5.461,1.553,0.6,0.8941,36.15,0.02108,15.46,14.57,26.12,31.79,30,14.13,41.01,63.58,39.45,30,0.382,0.8278,0.7581,0.5293,0.8965,0.1738,0.3299,0.7604,0.08145,450.1,762,60.55,0.3906
24,child7,child,-44.9926,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,450.000,1475,1863,124,38.71,5.983,1.397,0.6307,1.004,33.96,0.02374,14.31,20.16,33.58,26.8,25.2,13.97,43.15,66.24,50.36,29,0.35,0.844,0.902,0.6078,1,0.2088,0.2815,0.6435,0.09753,414.2,605.1,68.71,0.3881
