gen,candidate,kind,fitness,homeGoals,awayGoals,goalDiff,shotDiff,boxDiff,attThirdDiff,possDiff,reversals,transPerSec,stationary,ShootRangeNear,ShootRangeFar,ShootScoreNear,ShootScoreFar,ShootPressurePenalty,RoleAttackForward,RoleAttackMidfielder,RoleAttackDefender,PassBaseScore,PassScoreScale,PassPressureBonus,PassFarBonus,CrossBonus,PassBoomerangSeconds,PassFailMemorySeconds,PassFailPenaltyFactor,DribbleBaseScore,DribbleLaneBonus,DribbleFreeSpaceBonus,DribbleEnterMargin,DribbleCommitSeconds,DribbleEnterMaxBallSpeed,ScrambleRadius,ScramblePlayers,ScrambleMinBallSpeed,ScramblePersistSeconds,ContestCommitSeconds,ClearScore,ChaseBaseScore,ChaseDesignationBonus,ChaseNonDesignatedPenalty,ChaseReassignMargin,ScrambleReassignMargin,HoldBaseScore,ActionCommitMargin,PostPassCommitSeconds,CoverOffsetDistance,CoverScore,CoverReassignMargin,PassOfferRunDepth,PassOfferRunWidth,PassOfferReassignMargin,AttackBallPull,AttackMinSpacing,AttackDepthDefender,AttackDepthMidfielder,AttackDepthForward,HomePositionLerp,DeepRunDepth,DefendDepthDefender,DefendDepthMidfielder,DefendDepthForward,DefendBallPull,GKChaseGoalDistance,GKChaseBallDistance,GKLineOffset,GKTrackLerp,GKShotDetectSpeed,GKDiveBurst,GKAdvanceMax,GKCloseDownLerp
109,child9,child,123.5001,30.000,0.000,30.000,139.000,9.000,69.967,0.554,3278.000,21.347,45.617,982.7,2349,124.2,115.7,3.18,1.014,0.7735,1.034,19.1,0.005,14.89,6.441,28.91,1.457,13.92,0.3021,79.92,7.517,6.977,4.008,0.2,1889,429.2,4.516,161.2,2.276,1.945,45.04,109.4,18.42,9.697,156.9,201.8,85.39,2.142,0.6167,200.9,86.29,157.4,983.2,467.6,75.12,0.04344,509,0.4614,0.7118,0.6273,0.3938,0.7,0.08793,0.2264,0.3861,0.0836,653.4,850.2,44.38,0.4564,383.4,1.665,343.5,0.6154
109,child10,child,111.1764,24.000,0.000,24.000,147.000,9.000,72.250,-1.834,2905.000,26.000,50.017,979.4,2800,99.02,120,3.116,0.9256,0.6545,0.8997,13.2,0.005,12.19,7.678,28.45,1.447,11.16,0.26,75.04,9.078,8.335,3.773,0.2058,1589,550.7,4.868,133.9,2.751,2.403,67.89,112,16.32,10.29,184.3,191.1,72.59,2.043,0.5896,190.4,66.66,217.7,1140,674.7,70.63,0.04186,451.6,0.576,0.7146,0.6224,0.4394,0.717,0.1243,0.2263,0.3,0.067,513.5,933.4,51.03,0.5368,420.7,2.44,336.1,0.4836
109,child11,child,-5.7188,1.000,0.000,1.000,20.000,2.000,-18.917,-3.423,1176.000,8.640,44.050,1233,2136,99.51,120,3.232,0.8514,0.6465,1.193,14.99,0.005915,15.51,7.033,27.42,1.581,11.92,0.2783,80,8.199,8.027,3.462,0.2045,2000,520.6,5.945,127.4,2.613,1.992,46.53,94.02,17.46,9.634,156.1,236.7,90,2.213,0.6027,196.9,71.96,209.8,1161,513.6,90.41,0.04462,577,0.4707,0.9062,0.6549,0.4391,0.8394,0.1179,0.2545,0.3087,0.09258,490.9,883.4,49.58,0.4833,377.2,2.36,394.5,0.4338
109,child12,child,51.9536,11.000,0.000,11.000,92.000,-3.000,-16.467,-0.503,1993.000,14.207,45.150,1214,2569,83.07,120,3.023,1.289,0.7051,1.032,18.72,0.005,15.93,6.722,28.04,1.257,10.97,0.2737,80,8.247,6.372,3.204,0.2744,1824,519.1,5.144,180.2,2.592,2.096,45.43,111.4,15.38,9.246,196.1,204,90,2.339,0.6026,180.2,81.8,188.2,1192,455.5,78.81,0.04409,469.5,0.5623,0.6548,0.6953,0.4075,0.7,0.104,0.1857,0.3644,0.08367,478.8,926,46.34,0.5111,438,2.239,400,0.4512
109,child13,child,31.3646,10.000,0.000,10.000,55.000,5.000,-45.167,2.288,1875.000,24.993,61.267,1329,2356,86.76,102.9,2.968,1.048,0.6842,0.8287,14.39,0.005676,15.08,7.834,35.51,1.342,15.09,0.2165,76.25,8.297,7.902,4.325,0.2,1846,406.5,6,143.5,2.331,1.781,61.31,120,19.46,7.956,182.6,229.5,70.53,2,0.6097,197.5,65.58,195,1196,522.9,96.19,0.05239,574,0.5399,0.7854,0.5231,0.4065,0.7,0.09096,0.2244,0.3186,0.08737,572.5,1200,44.18,0.4413,399.6,2.245,327.7,0.5986
109,child14,child,26.5238,10.000,2.000,8.000,51.000,15.000,31.717,-2.107,1917.000,14.620,49.250,901.7,2800,141.2,110.2,2.757,1.316,0.723,1.217,14.99,0.006065,12.74,8.545,26.23,1.348,11.11,0.2935,77.37,8.92,9.33,3.917,0.2,2000,475.7,4.522,123.5,2.5,2.124,56.2,97.78,17.14,11.16,171.3,175.4,75.05,2,0.499,209.5,77.7,215.4,883,522.6,73.88,0.05185,446.8,0.5041,0.735,0.5679,0.2669,0.7358,0.1011,0.2121,0.3428,0.07379,535.8,848,56.99,0.4164,486.2,2.033,383.3,0.4785
109,child15,child,150.1812,35.000,0.000,35.000,164.000,24.000,148.750,-1.201,3655.000,26.933,47.500,1143,2800,99.15,120,2.699,1.012,0.9616,1.116,13.75,0.005702,16.34,5.806,32.16,1.438,12.48,0.2837,75.11,8.347,7.603,3.682,0.2309,1636,568,4.098,147.9,2.723,1.894,67.59,120,22.6,9.492,207.7,189.6,83.56,2,0.5572,223.7,96.81,196.9,928.1,558.5,77.47,0.04425,600,0.4522,0.726,0.5776,0.4677,0.7,0.1005,0.2924,0.3,0.0952,458.2,943.2,43.95,0.4064,460,2.003,367.1,0.5411
110,parent,parent,181.2277,38.000,0.000,38.000,204.000,28.000,188.583,0.413,3419.000,32.553,69.050,1101,2626,102.2,120,2.823,1.021,0.7756,1.054,15.45,0.005,14.49,6.907,27.59,1.388,12.49,0.2554,75.7,8.01,7.347,3.846,0.2,1858,478,5.16,144.6,2.701,1.99,54.35,120,17.11,9.385,187,210,90,2,0.5667,196.5,75.29,204.1,1120,541.9,83.12,0.04527,543.6,0.5005,0.7656,0.6292,0.381,0.7,0.1118,0.2321,0.3284,0.08093,509.9,957.4,48.31,0.4552,418,2.164,343.8,0.5029
110,child0,child,78.1587,20.000,2.000,18.000,109.000,-23.000,-217.367,1.831,1549.000,27.813,40.383,1152,2708,80,120,2.805,1.009,0.7715,0.9287,15.1,0.005,14.31,6.295,23.41,1.436,14.47,0.2684,75.58,8.303,7.025,3.648,0.2048,1626,420.8,5.19,150.1,2.107,1.703,49.67,120,15.71,9.537,153,244.1,72.41,2,0.5612,183.6,67.6,213.2,1048,637.9,88.83,0.04016,512.1,0.5417,0.6779,0.5216,0.442,0.7221,0.1127,0.2206,0.3445,0.07337,623.8,982.3,52.71,0.417,493,2.451,366.3,0.5521
110,child1,child,-6.4044,0.000,0.000,0.000,13.000,2.000,105.667,-2.526,1012.000,5.180,35.167,1128,2526,120.6,120,2.811,0.9463,0.6155,0.9498,16.06,0.005,15.52,6.279,28.29,1.249,13.11,0.2216,63.25,8.652,7.087,4.067,0.2241,2000,560.2,5.247,154.6,2.508,2.358,43.13,100.3,16.74,9.509,179.3,217.2,90,2.013,0.5856,170.3,70.73,215.2,1110,567.3,88.75,0.03727,574.8,0.5041,0.8451,0.5425,0.3514,0.7002,0.09926,0.2387,0.4211,0.08033,522.2,952.8,49.52,0.4667,414.9,2.211,361.4,0.4444
110,child2,child,22.0490,7.000,0.000,7.000,36.000,9.000,80.333,-2.195,1456.000,7.853,39.150,1064,2686,114.6,104.7,2.433,0.8957,0.8015,1.05,15.71,0.005,15.8,7.601,30.9,1.323,13.86,0.2335,72.57,7.465,7.789,4.152,0.2094,1820,467,5.305,128.5,2.52,1.959,46.52,106.4,15.67,11.25,148.3,205.3,87.92,2.103,0.5976,212.5,68.96,187.1,1246,545.2,87.21,0.04027,506.9,0.5257,0.6993,0.6053,0.4374,0.7111,0.1042,0.2208,0.3,0.07831,454.5,1200,47.8,0.394,515.9,2.34,376.4,0.5822
110,child3,child,75.6301,18.000,0.000,18.000,109.000,-6.000,-47.150,-0.404,2375.000,18.367,49.383,1014,2800,111.1,105.6,2.585,1.104,0.8544,0.8452,15.15,0.005,18.22,6.67,29.26,1.641,12.79,0.2219,80,7.729,8.603,3.578,0.2,1896,404.7,5.392,119.5,2.412,1.6,59.5,112.4,17.14,10.5,199.8,217.5,90,2.465,0.5948,176.6,81.93,203.3,1226,497.5,86.94,0.0402,566.2,0.5361,0.6642,0.5319,0.4095,0.7,0.1303,0.2192,0.3345,0.07005,484.5,860,52.17,0.4924,358.8,2.693,400,0.4873
110,child4,child,148.1336,36.000,1.000,35.000,155.000,35.000,225.550,0.616,3806.000,23.687,57.567,1193,2602,116.4,120,3.361,1.165,0.788,1.107,13.9,0.005,17.4,7.19,24.92,1.295,13.64,0.2905,70.07,6.23,7.595,3.683,0.2,1597,420.1,5.552,130.4,2.825,2.32,63.88,120,19.04,9.201,251.4,218.9,89.88,2,0.4578,179.8,82.37,178.4,983.4,706.4,93.84,0.04393,582.5,0.4746,0.8792,0.7058,0.3645,0.7171,0.1232,0.3102,0.3034,0.0789,474.8,1028,45.78,0.5131,516.3,2.181,392.1,0.543
110,child5,child,144.2337,32.000,0.000,32.000,168.000,15.000,137.150,-0.879,3364.000,28.900,45.400,930.7,2503,109,112.3,2.405,1.164,0.8341,1.105,17.1,0.005,11.69,6.162,28.19,1.687,12.77,0.3554,59.3,8.198,6.875,3.91,0.2644,1993,445.4,4.861,176.2,2.392,2.01,55.98,120,16.88,7.962,193.9,172.5,90,2,0.5936,219.2,78.43,195.6,1190,487.7,86.86,0.04714,578.8,0.5607,0.5705,0.6803,0.3677,0.7053,0.1266,0.1831,0.4221,0.08921,487.2,1089,51.03,0.3788,386.2,1.981,394.5,0.5328
110,child6,child,160.0820,37.000,0.000,37.000,162.000,35.000,313.650,1.828,3617.000,27.900,71.450,980.3,2061,123,120,2.761,0.8862,0.8644,1.119,13.85,0.005,13.34,9.566,33.32,1.423,10.34,0.2834,68.12,6.885,8.667,4.02,0.2,2000,483.6,6,124.3,2.746,2.5,54.9,108.6,18.12,9.156,213.1,229.4,90,2,0.5241,230.6,62.64,229.3,1196,522.2,74.9,0.03355,589.9,0.5093,0.6583,0.6531,0.3072,0.7,0.1308,0.2617,0.3085,0.08739,537.8,841.7,49.38,0.4948,394.3,1.843,322.2,0.4861
110,child7,child,126.5432,25.000,1.000,24.000,185.000,7.000,97.000,-0.234,3037.000,22.480,85.617,1259,2686,99.69,120,2.834,0.9321,0.6917,0.9266,16.01,0.005182,15.78,6.639,30.88,1.65,12.9,0.2748,55.88,8.097,6.816,3.456,0.2,1962,419.7,4.225,126.4,2.279,1.747,49.19,120,21.88,10.55,172.7,182.5,90,2.451,0.5477,169.8,76.92,214.9,1058,544.8,70.17,0.05306,577.2,0.5396,0.6863,0.7177,0.4326,0.7,0.09828,0.1829,0.3552,0.08243,470.2,988.1,50.51,0.5031,412.4,2.259,366.1,0.6252
110,child8,child,235.9339,50.000,0.000,50.000,241.000,44.000,275.550,0.419,4098.000,32.033,49.033,900,2800,98.95,120,2.961,1.106,0.9116,1.095,13.53,0.005802,15,6.308,28.05,1.411,11.67,0.269,76.83,7.63,8.763,3.815,0.2,2000,436.4,5.133,114.9,3,1.896,50.22,107.2,17.49,9.231,212.2,222.5,77.82,2,0.6331,186.7,87.79,175.7,1051,726.5,77.27,0.03604,515.8,0.5374,0.8869,0.5903,0.3428,0.734,0.1284,0.2603,0.3,0.08052,513.1,821.5,54.23,0.4489,392.1,2.192,307.6,0.4562
110,child9,child,154.0727,32.000,0.000,32.000,180.000,19.000,284.833,1.446,3361.000,23.587,61.783,1232,2161,108.3,119.6,2.497,1.105,0.9003,1.21,13.58,0.005176,12.28,5.832,27.39,1.297,13.43,0.2417,75.3,7.871,7.439,3.409,0.2057,2000,498.1,4.826,154.8,3,2.31,55.74,109.7,16.21,8.936,212.4,203.9,87.18,2.513,0.5896,207.6,85.2,232.1,1310,663.6,98.21,0.048,471,0.4722,0.8207,0.6378,0.3608,0.8688,0.1083,0.2553,0.3,0.08827,462.4,986.9,44.45,0.4991,334.4,2.332,400,0.4521
110,child10,child,175.3971,38.000,0.000,38.000,195.000,26.000,117.417,0.500,3552.000,32.560,51.250,945.5,2676,103.3,120,3.174,0.9234,0.6233,0.9626,15.32,0.00528,13.72,5.663,29.63,1.504,12.11,0.2826,68.07,7.691,7.591,4.719,0.2,1868,388.6,5.016,136.7,2.5,2.092,49.54,120,18.45,10.04,206,236.2,90,2,0.7953,182.3,62.52,196,1235,581.9,80.91,0.04766,592.8,0.5374,0.8765,0.6682,0.3945,0.7,0.1098,0.2072,0.4061,0.07471,537.2,932.7,50.9,0.4999,389,2.197,351.6,0.5071
110,child11,child,52.3758,12.000,0.000,12.000,83.000,3.000,48.567,-1.179,1881.000,15.160,57.800,967.3,2674,112,120,2.315,0.8994,0.7058,1.097,15.18,0.005,14.34,6.641,24.37,1.63,13.5,0.23,80,9.706,7.827,3.543,0.2423,1754,469.8,5.366,164.3,2.64,1.93,56.92,111.9,12.63,10.7,211.7,214.2,90,2,0.6631,222.9,86.74,194.5,1023,608.8,91.44,0.0477,432.9,0.4622,0.7493,0.5857,0.3982,0.7,0.09667,0.2234,0.3146,0.08357,461.3,1039,53.15,0.4181,480.8,2.407,333.9,0.3893
110,child12,child,132.5794,35.000,1.000,34.000,134.000,15.000,146.050,1.928,3615.000,28.540,43.017,1106,2146,95.54,120,2.569,0.9638,0.8331,1.091,13.79,0.005,18.47,5.883,37.31,1.479,13.89,0.221,58.61,7.128,8.09,3.965,0.2,1904,451.4,5.417,148.3,2.64,2.162,61.31,120,16.36,8.897,203,197.1,90,2,0.5997,207.7,70.62,199.6,1123,488,103.2,0.0554,560.8,0.4854,0.7583,0.567,0.3763,0.7,0.1011,0.2442,0.3653,0.0858,544,1046,55.12,0.4398,411,1.874,318.8,0.4958
110,child13,child,193.4278,45.000,0.000,45.000,186.000,36.000,214.217,1.135,3743.000,29.040,62.900,1185,2704,92.16,120,2.477,0.8475,0.7503,1.059,14.24,0.005382,14.68,7.701,24.45,1.534,12.49,0.2945,80,6.373,8.81,3.305,0.231,1724,465,5.486,163.4,2.918,2.028,62.58,118.3,15.39,9.608,157,204.9,90,2,0.5219,193.9,77.59,168.6,998.7,679.2,108.1,0.04431,507.9,0.4651,0.7893,0.7787,0.3308,0.7,0.1181,0.2791,0.3605,0.07092,556.5,1022,61.18,0.4717,359.6,1.538,372.5,0.452
110,child14,child,145.9764,31.000,0.000,31.000,172.000,20.000,148.267,0.483,3231.000,21.720,57.483,977.6,2514,118.6,118.4,2.773,1.335,0.6841,1.03,13.25,0.005,17.53,7.47,31.74,1.082,12.05,0.2292,79.81,7.759,7.788,3.899,0.2,1927,467.4,4.092,140,2.752,1.849,48.02,120,21.27,9.637,172.3,216.4,88.65,2.225,0.4592,186.5,63.75,230.4,1129,535.2,94.23,0.04409,498.3,0.4876,1,0.6468,0.3663,0.7,0.09921,0.1978,0.3,0.07743,484,970.7,42.76,0.4084,381,2.246,294.3,0.5402
110,child15,child,164.9540,34.000,0.000,34.000,187.000,22.000,285.567,0.483,3373.000,24.320,47.367,1012,2331,113.5,120,2.811,0.9148,0.8275,1.004,14.21,0.00509,15.5,7.027,28.83,1.21,11.63,0.2844,80,8.871,7.031,4.441,0.2,2000,566.7,4.103,180.7,3,2.137,56.86,120,18.14,9.428,162.3,162.7,90,2.381,0.5754,214.7,81.55,193.2,1211,568.6,85.68,0.03926,513.6,0.5175,0.7159,0.5839,0.3796,0.7284,0.1121,0.2432,0.3144,0.08134,492,1196,50.16,0.5036,409.4,2.054,400,0.4655
111,parent,parent,228.4787,43.000,0.000,43.000,262.000,51.000,273.867,0.515,4031.000,28.660,42.800,900,2800,98.95,120,2.961,1.106,0.9116,1.095,13.53,0.005802,15,6.308,28.05,1.411,11.67,0.269,76.83,7.63,8.763,3.815,0.2,2000,436.4,5.133,114.9,3,1.896,50.22,107.2,17.49,9.231,212.2,222.5,77.82,2,0.6331,186.7,87.79,175.7,1051,726.5,77.27,0.03604,515.8,0.5374,0.8869,0.5903,0.3428,0.734,0.1284,0.2603,0.3,0.08052,513.1,821.5,54.23,0.4489,392.1,2.192,307.6,0.4562
111,child0,child,-7.2969,0.000,0.000,0.000,14.000,-1.000,82.667,-3.171,985.000,4.947,38.200,900,2542,96.7,116.7,3.504,1.131,1.038,1.039,12.77,0.005986,15.24,6.556,29.05,1.659,14.04,0.2594,63.71,5.859,10.14,2.863,0.2519,1788,385.5,5.649,129.8,3,1.875,57.23,98.31,14.19,6.811,207,221.5,87.97,2.013,0.7393,178.5,96.33,204.7,940.9,600.1,80.39,0.02662,530.4,0.4596,1,0.617,0.3123,0.7291,0.1144,0.2281,0.3287,0.08347,612.2,890,45.35,0.5029,401,2.298,331.4,0.3971
111,child1,child,130.3418,33.000,1.000,32.000,146.000,22.000,136.983,0.916,3625.000,32.193,67.867,900,2724,84.29,120,3.439,1.006,0.9664,0.8107,13.09,0.006868,17.7,6.921,23.43,1.391,12.97,0.2396,80,8.626,7.858,3.586,0.2082,2000,454.7,5.211,106.5,2.426,2.037,47.82,106.6,18.98,7.967,180.8,218.3,69.44,2,0.6863,170.6,100,178.7,1111,744.1,76.15,0.03889,478.8,0.4868,0.7685,0.5,0.3129,0.7181,0.1051,0.2325,0.3701,0.08173,601.6,938.5,51.54,0.5048,370.4,1.955,293.2,0.4442
111,child2,child,118.9279,27.000,0.000,27.000,139.000,11.000,108.750,0.644,2832.000,30.940,48.550,900,2682,85.84,120,3.249,1.113,0.8888,1.058,12.39,0.005313,14.32,6.859,29.69,1.204,11.87,0.239,80,7.16,8.748,3.56,0.2025,2000,442.5,5.243,115.6,2.745,1.955,43.78,109.5,16.22,10.56,239.1,203.1,70.71,2,0.6564,150,85.92,206.6,913.6,743.3,84.37,0.03715,414.8,0.5359,0.8858,0.6557,0.34,0.7,0.1355,0.2795,0.3222,0.06865,507.4,1161,50.26,0.5388,405,1.937,309.4,0.4014
111,child3,child,-6.4479,0.000,0.000,0.000,18.000,2.000,-13.767,-2.792,989.000,4.667,38.200,900,2589,81.46,120,2.785,1.196,1.178,1.228,11.73,0.006769,14.28,6.249,29.53,1.215,14.65,0.2297,68.16,7.022,9.311,4.137,0.2,1697,452.7,5.223,114.4,2.637,2.159,49.71,97.13,16.57,9.422,229.2,155.7,85.22,2,0.7109,240.8,82.57,154.1,1145,819.3,71.6,0.03323,584.8,0.5636,0.9577,0.6124,0.4384,0.7,0.1335,0.2654,0.3,0.08117,554.7,722.6,60.88,0.4323,369.6,2.518,320.6,0.4415
111,child4,child,-15.2312,0.000,0.000,0.000,4.000,-6.000,-25.900,-1.954,1017.000,4.427,39.233,1014,2800,98.51,120,3.034,1.121,0.8357,1.183,15.65,0.005332,16.44,6.423,35.46,1.296,11.54,0.305,66.52,8.539,10.6,4.205,0.2,1653,500.6,5.533,116.7,2.873,1.942,46.57,100.3,17.03,10.98,206.3,216.8,90,2.105,0.5861,193.4,100,166.5,911.1,697.5,64.81,0.03253,469.5,0.5968,0.8999,0.6145,0.4272,0.7945,0.1413,0.2622,0.3058,0.08872,667.1,811.7,59.01,0.4427,391.1,2.269,316.1,0.5705
111,child5,child,95.4534,28.000,1.000,27.000,103.000,-5.000,-85.317,1.216,2813.000,22.933,45.250,900,2323,88.3,97.94,3.803,1.08,0.9266,1.001,15.15,0.005077,12,6.218,30.5,1.269,14.34,0.2849,66.58,7.845,8.74,4.157,0.2181,2000,417.6,5.677,124.5,3,1.756,44.62,106.5,18.46,7.536,220.1,241.1,74.83,2,0.6489,194.2,94.46,209.4,1001,701.5,65.86,0.03692,487.7,0.5649,1,0.6114,0.4438,0.7,0.111,0.2766,0.3005,0.0781,450.7,796.1,45.52,0.4549,411.4,1.999,367.4,0.4387
111,child6,child,-4.9828,3.000,0.000,3.000,16.000,-9.000,-100.967,-2.403,1244.000,6.987,38.233,900,2800,98.63,115.2,2.711,1.051,1.004,1.198,11.46,0.006513,17.46,6.717,34.04,1.555,10.66,0.2866,80,6.624,9.545,3.502,0.2005,2000,392.1,5.586,116.1,2.85,1.511,43.22,94.09,18.6,10.96,210,260.5,75.01,2,0.5904,194.1,89.63,208.3,912.2,640.9,89.85,0.03917,531.1,0.4965,0.7516,0.5867,0.3895,0.7554,0.1278,0.2812,0.3,0.09261,389.4,763.7,60.62,0.5045,358.5,2.313,288.6,0.4369
111,child7,child,63.1702,22.000,2.000,20.000,92.000,-42.000,-307.367,0.834,2070.000,26.460,53.533,959.6,2713,92.69,120,2.964,1.215,0.9648,1.255,15.73,0.005112,17.25,7.154,40.11,1.462,12.21,0.2789,70.41,7.935,9.217,4.083,0.2119,2000,381.5,5.298,111.7,2.941,1.573,51.59,120,21.12,8.574,269.8,215.4,73.29,2.107,0.6632,180.1,86.43,183.4,1219,750,67.56,0.03634,582.1,0.5891,0.9766,0.5423,0.2593,0.8012,0.1507,0.2707,0.3915,0.09367,465.9,836,55.63,0.5178,383.6,2.211,308.9,0.4388
111,child8,child,126.3661,32.000,3.000,29.000,159.000,30.000,235.900,-0.130,4052.000,29.800,72.867,945.2,2800,91.2,114.8,2.966,0.9728,0.8737,0.7823,13.52,0.005269,11.61,7.161,30.5,1.408,10.11,0.224,80,7.037,8.833,4.236,0.2,2000,491.8,5.413,118.3,3,1.572,49.43,99.44,18.55,7.649,220.3,190,63.53,2,0.7627,170,86.26,202,1088,688.5,81.71,0.03042,530.4,0.5893,0.9773,0.5,0.3642,0.7967,0.1256,0.2747,0.3,0.0808,568.3,935.8,51.45,0.3627,329.5,2.324,363.3,0.3967
111,child9,child,56.0994,14.000,0.000,14.000,74.000,10.000,83.083,-1.360,1965.000,14.373,47.950,1050,2241,88.75,120,3.099,0.9801,0.8266,1.459,13.15,0.005819,14.03,5.839,29.38,1.436,12.33,0.2693,73.97,7.506,9.943,3.211,0.2084,1902,457.2,4.782,108.9,3,2.5,43.17,106.4,17.21,9.139,195.2,233.1,90,2,0.5924,199.3,90.13,152,913.7,828.3,79.02,0.03831,441.8,0.5985,0.8048,0.5291,0.3386,0.7476,0.1362,0.2703,0.3623,0.0836,480.3,810.4,52.21,0.4523,493.3,2.147,370.7,0.3967
111,child10,child,99.8140,31.000,1.000,30.000,82.000,21.000,279.283,5.029,3482.000,22.427,64.233,1006,2679,102,89.69,3.313,1.366,0.8163,1.089,12.58,0.006525,14.95,5.243,25.87,1.241,11.91,0.237,75.65,6.704,7.879,3.725,0.2067,1659,448.3,5.732,123.1,2.775,2.084,51.65,102.7,17.12,10.95,167.5,221.2,73.07,2,0.7492,151.7,98.6,201.3,868,733.1,80.36,0.03477,471.1,0.5321,0.9609,0.6122,0.364,0.7,0.1218,0.2917,0.3062,0.06175,444.7,722.3,68.39,0.604,285.2,2.315,266.4,0.5048
111,child11,child,-16.1844,1.000,1.000,0.000,8.000,-8.000,-40.450,-2.568,1194.000,6.547,38.967,900,2800,105.5,120,2.666,0.9245,1.021,1.095,12.16,0.006587,15.53,5.479,25.57,1.3,11.24,0.2832,77.72,7.242,8.518,3.394,0.2018,2000,461.7,4.949,116.6,3,2.127,43.93,81.33,16.06,7.613,219.6,287.1,65.17,2.044,0.7001,222.6,85.5,176.2,1166,696.9,82.59,0.02807,600,0.5719,0.8702,0.5,0.3218,0.7161,0.1107,0.283,0.3124,0.07833,590.8,750.7,57.69,0.5882,334.6,2.048,324.3,0.5774
111,child12,child,146.4748,31.000,0.000,31.000,172.000,33.000,279.183,-0.464,3656.000,22.587,56.583,900,2800,96.98,109.9,2.672,1.097,0.8935,0.8926,15.91,0.006406,15.2,5.435,27.4,1.385,9.744,0.2732,80,7.868,8.739,4.648,0.2,1727,435.3,4.583,115.2,2.974,1.54,48.58,90.83,20.03,8.334,221.4,271.1,61.05,2.324,0.7872,204.5,78.79,181.8,1132,858.1,69.94,0.03363,553,0.4235,0.934,0.5,0.3547,0.736,0.1489,0.3273,0.3507,0.1008,558.8,749.4,50.22,0.4119,407.5,2.404,281.6,0.4463
111,child13,child,116.4976,28.000,1.000,27.000,145.000,14.000,76.767,0.414,3331.000,31.567,50.783,900,2731,91.07,120,2.519,1.071,0.7868,0.944,14.22,0.00677,16.42,6.274,26.91,1.544,10.71,0.2262,68.73,6.783,8.345,4.357,0.2,2000,452.6,5.6,105.6,2.745,1.948,63.91,101.6,19.57,8.772,198.7,252.4,60.77,2.38,0.6652,176.7,96.27,205.2,1042,887.3,111,0.03456,467.1,0.7216,0.9272,0.5854,0.2757,0.8358,0.1553,0.2796,0.3,0.07807,461.2,1060,55.62,0.5079,413.2,2.338,322.6,0.4486
111,child14,child,159.2284,31.000,0.000,31.000,186.000,33.000,339.817,0.300,3230.000,24.180,56.000,900,2405,97.88,120,2.872,1.133,0.8524,0.9178,12.43,0.006026,17.07,6.667,31.03,1.322,10.62,0.2719,75.93,7.195,8.771,3.674,0.213,1921,477.4,5.655,100,3,1.66,62.97,111.8,18.12,9.557,245.8,204.2,85.21,2.154,0.6645,210,100,202.5,1040,744.6,74.67,0.04859,550.6,0.5872,0.9207,0.6201,0.2814,0.7547,0.1397,0.2413,0.3,0.08696,568.7,975.1,59.02,0.4451,317.8,2.139,320.7,0.4573
111,child15,child,36.5713,11.000,0.000,11.000,69.000,-17.000,-116.517,-2.114,1733.000,14.980,53.133,900,2800,99.95,110.2,2.7,1.02,0.8806,1.152,13.45,0.005249,15.7,6.885,28.62,1.757,12.59,0.2658,75.3,7.374,7.974,3.097,0.2292,2000,488.3,5.485,109.3,3,2.398,51.77,103.6,16.85,8.886,202.5,176.9,81.39,2.138,0.6192,180.6,82.2,169.9,1150,900,64.9,0.03096,437.6,0.481,0.8355,0.5712,0.299,0.7721,0.1429,0.244,0.3691,0.07572,476.3,771.9,59.03,0.4983,378.2,1.881,292.4,0.4606
112,parent,parent,192.9304,41.000,1.000,40.000,208.000,47.000,250.117,0.761,3734.000,31.973,53.150,900,2800,98.95,120,2.961,1.106,0.9116,1.095,13.53,0.005802,15,6.308,28.05,1.411,11.67,0.269,76.83,7.63,8.763,3.815,0.2,2000,436.4,5.133,114.9,3,1.896,50.22,107.2,17.49,9.231,212.2,222.5,77.82,2,0.6331,186.7,87.79,175.7,1051,726.5,77.27,0.03604,515.8,0.5374,0.8869,0.5903,0.3428,0.734,0.1284,0.2603,0.3,0.08052,513.1,821.5,54.23,0.4489,392.1,2.192,307.6,0.4562
112,child0,child,28.7784,12.000,0.000,12.000,41.000,-10.000,-71.767,-1.224,1774.000,12.793,46.550,900,2784,119,120,2.492,1.02,0.8173,1.135,16.6,0.005664,17.08,6.219,22.96,1.612,12.84,0.2417,67.44,8.043,9.402,4.337,0.2,1898,385.2,5.751,115.8,2.813,2.439,36.91,106.5,19.02,9.457,157.1,204,84.22,2,0.6359,171,100,169.4,1122,561.3,73.03,0.04366,456.3,0.557,1,0.5333,0.3325,0.7363,0.1372,0.2478,0.3182,0.08387,579.2,917.8,51.05,0.4391,324.5,2.267,267.5,0.4356
112,child1,child,43.6819,13.000,0.000,13.000,68.000,-6.000,-77.233,-1.127,1975.000,13.133,49.467,1272,2800,90.26,120,2.6,1.166,0.8882,0.9671,15,0.005701,13.92,6.177,27.8,1.047,12.41,0.219,74.49,8.602,9.283,5.103,0.2,2000,513.5,4.541,123.6,2.957,1.762,62.31,112.6,16.44,7.803,220.2,200.2,90,2.151,0.6014,167.4,87,193.4,1184,760.7,85.84,0.03651,557.2,0.5319,0.8399,0.5726,0.3121,0.7,0.1249,0.2789,0.3518,0.09214,694.1,702.1,53.53,0.4994,338,2.037,315.6,0.4042
