gen,candidate,kind,fitness,homeGoals,awayGoals,goalDiff,shotDiff,boxDiff,attThirdDiff,possDiff,reversals,transPerSec,stationary,ShootRangeNear,ShootRangeFar,ShootScoreNear,ShootScoreFar,ShootPressurePenalty,RoleAttackForward,RoleAttackMidfielder,RoleAttackDefender,PassBaseScore,PassScoreScale,PassPressureBonus,PassFarBonus,CrossBonus,PassBoomerangSeconds,PassFailMemorySeconds,PassFailPenaltyFactor,DribbleBaseScore,DribbleLaneBonus,DribbleFreeSpaceBonus,DribbleEnterMargin,DribbleCommitSeconds,DribbleEnterMaxBallSpeed,ScrambleRadius,ScramblePlayers,ScrambleMinBallSpeed,ScramblePersistSeconds,ContestCommitSeconds,ClearScore,ChaseBaseScore,ChaseDesignationBonus,ChaseNonDesignatedPenalty,ChaseReassignMargin,ScrambleReassignMargin,HoldBaseScore,ActionCommitMargin,PostPassCommitSeconds,CoverOffsetDistance,CoverScore,CoverReassignMargin,PassOfferRunDepth,PassOfferRunWidth,PassOfferReassignMargin,AttackBallPull,AttackMinSpacing,AttackDepthDefender,AttackDepthMidfielder,AttackDepthForward,HomePositionLerp,DeepRunDepth,DefendDepthDefender,DefendDepthMidfielder,DefendDepthForward,DefendBallPull,GKChaseGoalDistance,GKChaseBallDistance,GKLineOffset,GKTrackLerp,GKShotDetectSpeed,GKDiveBurst,GKAdvanceMax,GKCloseDownLerp
0,parent,parent,98.8582,19.000,0.000,19.000,162.000,10.000,117.117,2.176,3607.000,26.073,58.950,1819,1905,220,108.4,7.297,1.567,0.8586,0.8466,12.66,0.03224,15.01,10.63,50,3.281,18.14,0.3371,30.59,21.16,8.211,2.458,0.7153,1190,493.6,3.691,254.8,0.9696,0.785,47.79,69.79,22.28,1.893,108.8,900,44.06,10.96,1.475,426.9,93.69,280.1,642.2,576.6,25.91,0.1399,255.6,0.4284,0.8827,0.8099,0.3857,0.9911,0.2576,0.308,0.9074,0.1106,545.6,628.2,31.49,0.6513,494,3.489,303.6,0.8
0,child0,child,98.2500,23.000,0.000,23.000,134.000,19.000,168.600,3.265,3833.000,29.213,53.033,1839,1654,220,110.4,7.247,1.696,0.7755,0.8142,13.26,0.02781,16.21,13.82,49.73,3.622,18.43,0.4072,31.83,18.64,7.635,2.699,0.7662,1134,412.7,3.886,307.3,1.008,0.8033,52.47,80.04,26.03,2.118,94,706.1,40.78,8.306,1.515,435.2,77.12,238.5,648.7,514.9,32.32,0.1468,240.4,0.3967,0.5915,0.9121,0.3374,0.8291,0.2151,0.3217,0.9008,0.1129,532.7,534.9,38.96,0.5443,452.5,3.636,296.7,0.7756
0,child1,child,71.1501,22.000,1.000,21.000,119.000,-5.000,-35.850,2.644,4292.000,29.567,50.783,1644,2538,220,94.04,7.852,1.727,0.8544,0.8943,12.23,0.03116,12.96,10.46,50,3.084,18.71,0.3334,25.14,26.19,8.141,2.367,0.7216,1250,416.6,3.433,257.5,1.082,0.6893,55.15,83.87,21.62,1.97,131.6,900,42.27,12.05,1.54,387.8,78.43,229.1,614.6,545.8,22.71,0.1206,258.3,0.4621,0.9759,0.9225,0.4212,1,0.2691,0.3693,0.9373,0.1159,691.8,792.1,30.89,0.8,687.9,3.3,308.9,0.8
0,child2,child,31.7923,11.000,1.000,10.000,67.000,6.000,17.283,2.275,2638.000,21.673,58.433,1464,2022,220,94.95,7.113,1.375,0.8929,0.9147,14.49,0.03766,15.59,10.29,50,3.332,17.47,0.338,25.45,25.9,6.192,2.286,0.8112,1375,485.4,4.361,235.7,0.9482,0.8302,53.54,65.94,22.79,1.636,94.57,811.4,35.38,11.03,1.647,488.2,95.83,309.7,580.6,561.5,25.76,0.1257,258.7,0.4432,1,0.7588,0.3595,1,0.2344,0.2738,0.7381,0.09904,425.8,637.4,35.5,0.5261,469.5,2.956,345.4,0.8
0,child3,child,113.6900,27.000,1.000,26.000,158.000,14.000,158.367,2.496,4329.000,25.353,47.000,1895,1982,220,114,7.219,1.545,0.937,1.078,12.64,0.03044,16.25,9.988,48.2,3.583,18.92,0.3689,28.88,23.14,7.928,2.519,0.6987,1191,427.4,3.844,253.2,0.7863,0.7753,44.47,76.6,24.14,1.692,121.9,900,57.88,13.15,1.423,444.5,81.08,241.1,593.6,533.9,23.8,0.1389,226.9,0.5139,0.9548,0.7315,0.4337,0.8211,0.253,0.3132,1,0.1058,466.3,622.4,34.03,0.7282,511.9,2.971,283.3,0.8
0,child4,child,80.1558,23.000,2.000,21.000,132.000,25.000,181.333,3.135,4893.000,29.233,71.850,2066,1983,180.5,96.51,6.328,1.689,0.8033,0.8098,11.7,0.03137,16.44,10.26,41.27,3.682,20,0.3551,29.94,18.57,9.51,1.909,0.776,1179,384.4,3.757,318.4,1.002,0.8161,48.87,87.34,22.47,1.532,114.6,900,46.62,10.84,1.182,450.9,97.28,335.6,621.6,597.3,24.48,0.129,263.8,0.4916,0.8126,0.8396,0.5133,0.873,0.2976,0.2787,0.8805,0.1134,611.3,771.4,28.42,0.7145,470.1,3.408,369.2,0.8
0,child5,child,120.5811,26.000,0.000,26.000,154.000,23.000,146.750,3.756,3667.000,25.720,45.900,1778,1820,220,100.1,7.522,1.57,0.9111,0.9545,14.15,0.03448,15.82,11.21,45.81,3.535,18.53,0.3574,29.74,21.83,7.399,2.521,0.7854,1178,418.4,3.522,240.5,0.9669,0.7541,54.09,69.1,22.01,1.788,94.34,900,48.8,12.09,1.445,455.2,100,261.5,639.4,485,22.68,0.1428,261.6,0.3676,0.8375,0.8287,0.3693,0.9782,0.2043,0.3281,0.7767,0.09079,665.9,602.5,28.81,0.6498,423.3,3.033,293.7,0.6807
0,child6,child,44.2549,12.000,1.000,11.000,103.000,-7.000,59.000,2.782,3307.000,21.513,61.950,1750,1674,173.9,115.4,7.317,1.666,0.9876,0.9694,12.25,0.03837,15.2,10.41,50,3.014,20,0.2835,32.4,21.74,10.7,2.443,0.8372,1108,435.3,3.082,256,0.9512,0.7094,46.18,64.3,27.6,1.741,125.9,900,37.09,10.69,1.815,416.7,73.39,260.2,674.8,669.3,30.44,0.1124,262.9,0.4364,0.7929,0.8271,0.4205,0.7607,0.2452,0.2916,1,0.0972,619.3,604.6,28.01,0.6738,558.3,3.332,248.2,0.752
0,child7,child,84.2829,19.000,0.000,19.000,133.000,13.000,110.600,2.038,3702.000,24.400,55.883,1983,1566,220,120,6.812,1.349,0.8752,1.007,13.27,0.02934,15,10.26,39.8,3.517,18.25,0.2761,29.76,21.12,7.481,2.232,0.6707,1230,564,3.828,254.3,1.086,0.7825,64.07,67.29,21.96,1.945,95.78,899.3,42.02,10.98,1.521,459.2,77.36,311.6,581.5,590.5,22.82,0.167,224.1,0.3862,0.9013,0.6936,0.3857,1,0.3051,0.3011,0.9822,0.1197,566.6,610.7,29.5,0.692,514.7,3.597,303.7,0.7073
0,child8,child,19.5251,8.000,1.000,7.000,65.000,7.000,189.900,1.444,3100.000,28.533,60.417,1827,1806,180.7,120,7.369,1.737,0.881,0.8456,13.03,0.02994,11.39,10.92,50,2.945,16.11,0.3823,32.18,19.3,8.323,2.369,0.8074,1469,468.3,5.196,264.9,0.9339,0.8909,52.11,82.96,19.94,2.075,92.18,900,38.71,9.78,1.768,411.9,84.15,329.4,615.3,581.7,25.98,0.1524,243.6,0.4213,1,0.9129,0.3424,0.9059,0.2691,0.3312,0.9162,0.111,709,623.7,30.13,0.5455,523.3,3.789,316.2,0.8
0,child9,child,111.9663,21.000,0.000,21.000,152.000,39.000,305.067,3.115,3532.000,22.440,49.283,1633,1885,193.3,104.6,7.141,1.627,0.8896,0.874,10.99,0.02849,13.67,10.11,48.65,3.111,20,0.4203,30.89,18.22,9.258,2.584,0.7142,1195,459.6,3.971,249.4,1.099,0.7599,41.32,73.77,18.94,1.755,97.25,900,49.68,11.66,1.678,494.1,84.99,283.8,671.5,610.9,23.18,0.1399,236.8,0.4491,0.9351,0.6474,0.45,1,0.3372,0.3474,0.8073,0.09573,674,694.1,26.08,0.79,522.5,3.548,367.8,0.7244
0,child10,child,160.9368,32.000,0.000,32.000,226.000,14.000,162.167,1.796,4710.000,29.693,49.350,1806,2432,220,112,8.795,1.894,0.8015,0.8446,11.86,0.03356,14.29,11.85,40.58,3.065,18.86,0.3586,26.18,23.98,6.936,1.843,0.629,1136,554.5,3,249.5,1.057,0.9318,38.45,74.87,21.86,1.794,107,895.7,47.58,10.17,1.445,375.1,100,333,748.8,634.2,28.03,0.1504,241.8,0.4143,0.877,0.85,0.3339,1,0.2487,0.3089,0.8874,0.1338,483.3,529.3,26.41,0.6055,561.9,3.461,300.6,0.5926
0,child11,child,25.3904,9.000,2.000,7.000,87.000,0.000,16.517,1.447,3186.000,24.800,58.233,1875,1504,220,111.7,8.875,1.73,1.094,0.8597,14.46,0.0399,17.56,9.027,50,3.36,17.98,0.3538,27.32,18.43,8.487,3.1,0.6936,1097,465.7,3.842,218.1,0.8004,0.6713,49.53,63.11,24.41,2.127,106.9,816.9,48.8,11.61,1.657,322.8,97.84,322.4,557,586.1,25.76,0.1374,204.5,0.3777,0.8458,0.9439,0.3326,0.8277,0.2365,0.3618,0.7022,0.09745,569.2,535.1,27.12,0.5707,482.5,4,272.3,0.7753
0,child12,child,114.5252,22.000,0.000,22.000,172.000,19.000,164.100,2.040,3710.000,27.267,57.500,2039,2105,215.3,105.1,8.862,1.511,0.841,0.9116,12.71,0.03191,15.15,9.661,41,3.742,17.43,0.3757,35.48,22.7,8.736,2.141,0.7071,1117,502.1,3.757,227.7,0.7192,0.7232,47.34,82.84,20.47,2.148,86.71,900,52.7,9.453,1.325,391.6,100,318.9,651.3,536.4,20.15,0.1425,275.3,0.3961,1,0.7933,0.3105,0.9719,0.2463,0.2736,0.9502,0.1526,486.8,594.8,29.42,0.5798,481.9,3.72,285.3,0.7365
0,child13,child,101.4447,22.000,0.000,22.000,156.000,30.000,159.367,2.343,4192.000,28.507,81.433,1611,2507,186.5,120,7.791,1.378,0.8903,0.9491,10.91,0.03806,13.82,9.389,50,2.667,19.21,0.36,23.74,17.91,9.694,2.496,0.7947,1314,394.4,3.75,243.1,1.108,0.7317,35.69,64.69,19.96,1.832,108.2,885.1,39.17,11.5,1.497,433.9,93.68,227.2,594.1,504.2,29.92,0.1632,261.6,0.3914,1,0.7954,0.3206,0.8566,0.3322,0.2927,0.9513,0.1078,569,561.9,31.22,0.5587,431.6,3.675,294.8,0.7343
0,child14,child,131.9570,28.000,1.000,27.000,201.000,21.000,171.250,1.742,5019.000,27.107,51.383,2200,1896,220,111.4,8.977,2,0.8725,0.8794,10.96,0.03125,17.2,12.27,43.84,3.519,17.68,0.2963,27.99,21.99,8.404,2.521,0.718,1031,416.6,3.972,268.5,1.084,0.7378,55.27,64.59,21.14,1.773,96.75,829.9,45.24,10.43,1.56,433.3,97.76,312,580.3,541.3,24.02,0.1636,273.4,0.4456,0.9821,0.771,0.3871,0.8284,0.3296,0.2652,0.7952,0.1161,487.2,584.4,28.17,0.6426,491.2,2.898,271.4,0.762
0,child15,child,67.4290,17.000,0.000,17.000,108.000,5.000,65.700,1.595,3122.000,23.193,71.433,1700,1831,220,117,8.303,1.515,0.8991,1.159,13,0.03922,13.34,11.3,50,3.427,18.57,0.3692,30.96,21.5,7.853,2.95,0.7916,1429,471.9,3.553,285.3,1.021,0.7419,47.44,66.69,24.32,2.575,112.3,900,52.51,10.8,1.324,429.3,77.22,288,536.2,619.4,21.55,0.1561,255.5,0.4534,0.8544,1,0.3966,1,0.2421,0.2898,0.8305,0.1246,493.3,542.3,28.73,0.6449,516.4,3.622,269,0.8
1,parent,parent,91.7422,15.000,0.000,15.000,189.000,14.000,-28.617,1.466,4176.000,26.167,63.417,1806,2432,220,112,8.795,1.894,0.8015,0.8446,11.86,0.03356,14.29,11.85,40.58,3.065,18.86,0.3586,26.18,23.98,6.936,1.843,0.629,1136,554.5,3,249.5,1.057,0.9318,38.45,74.87,21.86,1.794,107,895.7,47.58,10.17,1.445,375.1,100,333,748.8,634.2,28.03,0.1504,241.8,0.4143,0.877,0.85,0.3339,1,0.2487,0.3089,0.8874,0.1338,483.3,529.3,26.41,0.6055,561.9,3.461,300.6,0.5926
1,child0,child,94.6021,18.000,0.000,18.000,168.000,7.000,58.233,1.416,3683.000,27.053,71.350,1717,2242,220,120,9.043,1.813,0.8549,0.9608,12.18,0.03266,15.53,14.28,34.31,3.715,20,0.3385,28.33,19.6,7.262,1.964,0.8317,1087,600,3.456,271.9,1.178,0.8326,43.53,75.7,20.64,1.924,101.7,821.1,48.9,9.722,1.46,301.4,100,304.1,736.3,653.4,26.18,0.1555,224.9,0.4348,0.7494,0.9832,0.3387,0.8779,0.1801,0.4175,0.8741,0.1201,457.3,564.1,24.14,0.6238,613.3,4,287.5,0.6713
1,child1,child,78.0534,22.000,0.000,22.000,134.000,0.000,-18.367,2.295,4717.000,36.133,49.433,1677,2735,212.9,98.37,9.347,1.812,0.6849,0.9253,10.67,0.03613,14.43,11.07,36.09,3.094,20,0.372,26.54,24.6,7.868,1.915,0.685,1055,528.7,3.23,241.5,0.8858,0.7859,40.2,100.8,23.73,1.584,134,900,51.31,8.068,1.659,337.1,100,271.4,735.3,697.1,28.14,0.1548,238.6,0.4589,0.9164,0.9829,0.319,0.8753,0.2404,0.2648,1,0.1079,560.7,567,31.99,0.7212,517.2,3.828,303.7,0.6414
1,child2,child,97.2312,22.000,0.000,22.000,133.000,37.000,125.500,2.683,3746.000,26.987,63.617,1912,2386,181.3,120,9.914,2,0.7999,0.7709,13.11,0.03514,13.92,12.47,42.43,2.985,17.3,0.3855,23.97,24.95,6.53,1.684,0.566,867.8,574.6,3.125,223,0.7676,0.9271,27.91,67.11,22.63,1.756,92.34,855.1,42.09,10.93,1.581,290.7,100,355.6,764.5,501.7,27.24,0.1627,246.9,0.3881,0.8083,0.8045,0.261,0.9444,0.2712,0.307,0.972,0.141,500.8,642.6,25.92,0.5806,551,3.91,310,0.5463
1,child3,child,99.8340,22.000,1.000,21.000,158.000,9.000,66.233,2.294,3829.000,25.993,55.483,1644,2800,220,99.32,8.378,2,0.7546,0.8873,12.19,0.03378,12.45,14.17,39.44,3.825,20,0.3003,28.15,28.01,6.53,2.188,0.6423,1434,600,3,215.9,0.8302,0.9207,35.63,72.74,26.58,1.963,112.9,813.2,51.47,9.655,1.346,386,81.39,337.6,664.8,575.9,23.78,0.1393,261.1,0.3528,0.926,0.7472,0.2573,1,0.2709,0.2773,0.8823,0.1413,424.7,582.5,24.29,0.6727,646.6,3.991,298.4,0.5278
1,child4,child,148.5049,29.000,0.000,29.000,207.000,38.000,139.817,1.044,4449.000,30.720,53.517,1775,2800,220,120,9.564,1.842,0.6669,0.7147,11.76,0.02983,14.9,13.12,35.98,3.313,17.9,0.34,25.31,23.76,6.239,1.743,0.5681,1249,568.9,3.6,308.7,1.185,1.042,44.68,76.5,16.13,2.326,101,761.4,42.26,10.76,1.258,396.5,100,328.4,680.6,644.2,29,0.1275,227.1,0.3884,0.9014,0.931,0.339,0.9765,0.2612,0.2919,0.8754,0.1374,500.3,642.4,30.4,0.5929,530.9,3.758,282.2,0.5009
1,child5,child,93.6120,17.000,0.000,17.000,164.000,7.000,85.800,2.343,3563.000,26.720,53.733,1750,2042,220,120,8.988,1.798,0.8249,0.9156,11.72,0.03744,16.23,10.24,50,3.17,20,0.3784,30.54,16.94,8.323,1.976,0.6634,1084,600,3,276.9,1.136,0.9658,37.96,81.71,23.06,2.17,79.81,900,52.8,10.43,1.419,360,100,343.7,666.8,680.9,27.67,0.1578,243.3,0.4417,0.9631,1,0.3444,0.8504,0.206,0.2584,0.7334,0.105,461.6,502.2,20.94,0.6342,626.5,3.175,334.2,0.5501
1,child6,child,42.9980,11.000,0.000,11.000,94.000,4.000,-64.733,0.659,3040.000,19.133,45.233,1396,2416,220,120,10.7,1.872,0.8147,1.063,13.51,0.03022,17.38,13.62,34.41,2.608,18.43,0.4051,23.96,29.05,9.188,1.605,0.5684,1076,574.8,3.029,223.1,1.027,1.011,35.35,70.43,17.45,2.272,122.8,900,49.24,11.45,1.626,354.7,100,338,842.8,554.3,35.32,0.154,210.4,0.4269,0.8947,0.9216,0.2789,0.9695,0.2649,0.2897,0.9176,0.1386,548,439.7,27.03,0.452,612.3,3.634,242.9,0.5344
1,child7,child,81.3624,21.000,0.000,21.000,133.000,6.000,43.767,2.799,4220.000,27.273,66.850,1618,2696,220,97.27,11.41,2,0.8424,0.8316,12.44,0.03052,15.49,12.84,34.95,3.62,20,0.3481,26.84,28.32,6.793,1.946,0.5939,1092,600,3.514,233.7,1.231,0.8877,48.32,80.79,27.68,1.942,99.86,747.3,44.57,9.871,1.685,426.8,88.37,410.4,933.8,699.5,32.14,0.1383,231.2,0.3873,0.8928,0.7971,0.3637,1,0.3155,0.3509,0.8383,0.1312,502.1,468,24.7,0.639,579.6,3.6,302.5,0.5831
1,child8,child,103.2176,26.000,1.000,25.000,153.000,6.000,61.300,2.708,4225.000,27.573,70.550,1586,2409,213.5,96.37,10.55,2,0.8476,0.7472,10.33,0.03401,12.84,13.31,34.52,3.062,17.55,0.3154,26.77,23.05,7.881,1.975,0.6873,987,500,3.369,247.8,1.13,0.8404,37.09,73.46,21.03,1.479,130.3,900,41.65,9.728,1.759,460.4,84.31,306,765.3,571.3,29.07,0.1476,321.3,0.3273,0.8376,0.6955,0.3228,1,0.2764,0.3506,0.7434,0.1413,616.3,515.8,20.82,0.5362,527.5,3.181,296.3,0.5906
1,child9,child,84.4108,17.000,0.000,17.000,138.000,14.000,31.183,2.752,3200.000,24.673,59.217,1550,2315,207.8,117.1,8.209,1.712,0.7332,0.6482,13.09,0.03825,16.76,10.54,34.45,2.468,16.47,0.2934,27.29,31.28,6.547,2.246,0.5972,1382,457.8,3,263.4,1.023,0.8912,33.24,71.77,25.98,1.524,102.8,900,42.69,11.4,1.219,529.1,86.74,364.4,846.1,691,29.62,0.1298,246.3,0.4165,1,0.8472,0.3344,1,0.2515,0.3138,0.8504,0.1154,507,454.2,28.03,0.7213,562.7,3.67,299.4,0.6118
1,child10,child,95.9534,20.000,1.000,19.000,167.000,13.000,48.983,0.365,3793.000,25.820,77.967,1842,2556,220,120,11.11,2,0.8023,0.9001,12,0.03216,16.9,12.01,41.87,2.578,17.94,0.4232,27.22,26.11,7.294,1.885,0.6122,1257,443.3,3,237.5,1.082,0.9754,38.45,66.1,22.82,1.845,89.28,900,44.64,8.374,1.514,425.8,93.67,277.5,661.4,671.2,23.75,0.1525,182.7,0.4647,0.9722,0.8995,0.3266,1,0.2301,0.313,0.7787,0.1786,429.2,506,32.36,0.5983,696.6,3.49,310.4,0.5454
1,child11,child,78.8224,20.000,0.000,20.000,140.000,-15.000,-4.200,2.454,3926.000,25.740,74.867,1805,2455,220,108.1,8.092,1.781,0.7198,0.9139,12.65,0.02899,14.88,12.31,47.33,3.236,20,0.3599,24.84,28.99,9.428,1.793,0.5945,1083,594.8,3.734,227.5,1.188,0.8737,37.35,82.41,20.64,1.695,101.3,735.4,50.2,8.429,1.35,477.1,100,329.1,526.7,676.1,26.52,0.1672,210.9,0.374,0.7603,0.865,0.3528,1,0.2368,0.3621,1,0.1367,556.2,414.3,23.67,0.6633,520.7,3.05,267.9,0.58
1,child12,child,75.8323,16.000,0.000,16.000,137.000,-2.000,-37.667,2.419,3237.000,23.487,60.050,1497,2632,220,107.5,8.083,1.715,0.9512,0.7413,10.57,0.03169,11.56,12.23,37.4,3.494,18.14,0.4531,28.48,30.32,6.545,1.989,0.6875,1275,600,3.44,294.8,1.176,0.7971,40.76,71.98,23.46,1.665,105.2,900,41.16,12.93,1.772,397.9,100,354.3,729.3,652.8,23.93,0.1301,229.8,0.4718,0.7827,0.8812,0.3156,1,0.2911,0.3283,0.8651,0.1282,490.1,469.7,25.1,0.6669,750.4,3.619,236.1,0.6448
1,child13,child,88.4052,25.000,0.000,25.000,126.000,10.000,117.633,2.015,4639.000,29.267,56.383,1485,2689,199.8,100.5,8.882,1.783,0.8063,0.8055,12.37,0.03354,14.05,12.97,46.81,2.659,18.9,0.3172,23.76,30.78,7.066,2.034,0.5613,1236,460.5,3.882,262.7,1.252,0.8334,40.77,84.76,26.21,1.863,118.8,766.6,45.42,10.56,1.467,364.8,90.71,365.1,818.4,689.3,28.03,0.1441,278.3,0.4487,0.8711,1,0.3361,1,0.2092,0.4013,0.922,0.1654,497.9,561.4,23.2,0.74,495.9,3.732,302.3,0.536
1,child14,child,93.0501,22.000,1.000,21.000,147.000,5.000,91.233,1.637,3768.000,24.247,69.883,1911,2255,189,120,9.558,2,0.9284,0.9436,10.34,0.02922,10.58,12.32,34.94,3.103,17.09,0.4956,27.25,25.37,7.434,1.941,0.7432,1212,510.7,3,266.7,1.132,0.9654,38.22,78.81,23.89,1.708,135.5,900,58.74,9.652,1.604,399.3,100,334.2,725.7,584.7,25.46,0.1519,240.7,0.384,0.7566,0.7966,0.3557,0.9125,0.2171,0.3562,1,0.1266,485.4,628.2,26.04,0.6183,592.4,3.353,322.1,0.7751
1,child15,child,80.6119,19.000,2.000,17.000,147.000,10.000,55.533,2.258,3855.000,28.360,67.417,2023,2227,214.5,113.3,9.084,1.956,0.7107,0.8187,10.25,0.04463,14.76,12.36,42.33,2.827,18.82,0.356,29.81,18.85,7.689,2.305,0.732,1043,519.4,3.596,228.3,0.8822,0.9153,31,74.97,18.14,1.809,101.8,900,45.95,11.23,1.369,325.6,100,362,819.6,713.3,27.2,0.1394,240.8,0.3271,0.9277,0.8012,0.2956,0.8664,0.2621,0.3014,1,0.1249,462,615.6,34,0.4607,540.4,3.237,276,0.5849
2,parent,parent,141.4154,22.000,0.000,22.000,226.000,39.000,321.350,1.222,4355.000,28.160,60.567,1775,2800,220,120,9.564,1.842,0.6669,0.7147,11.76,0.02983,14.9,13.12,35.98,3.313,17.9,0.34,25.31,23.76,6.239,1.743,0.5681,1249,568.9,3.6,308.7,1.185,1.042,44.68,76.5,16.13,2.326,101,761.4,42.26,10.76,1.258,396.5,100,328.4,680.6,644.2,29,0.1275,227.1,0.3884,0.9014,0.931,0.339,0.9765,0.2612,0.2919,0.8754,0.1374,500.3,642.4,30.4,0.5929,530.9,3.758,282.2,0.5009
2,child0,child,119.4187,22.000,0.000,22.000,186.000,26.000,197.600,2.285,4055.000,26.360,66.900,1869,2465,212.4,113.8,8.881,2,0.6093,0.7341,12.77,0.03126,14.21,12.07,44.12,3.616,14.22,0.4236,23.25,22.91,7.408,1.469,0.642,1069,590,3.414,292.6,1.168,0.8495,50.21,60.71,19.45,2.116,104.6,826,38.66,10.09,1.342,467.9,100,327.5,657.5,622.6,29.11,0.1393,200.2,0.3364,0.8881,0.8914,0.3471,1,0.2628,0.2972,0.8567,0.1061,449.1,767.6,30.78,0.4966,621.8,4,323.8,0.5174
2,child1,child,99.0876,24.000,0.000,24.000,148.000,10.000,41.250,1.931,4242.000,25.247,57.583,1862,2800,220,109.2,9.231,1.811,0.7044,0.6637,12.88,0.02947,19.12,12.64,38.86,3.293,18.77,0.3499,25.77,22.8,6.738,1.72,0.542,1307,538.8,4.079,271.6,1.155,1.168,43.22,68.79,16.09,2.379,110.3,900,43.54,11.83,1.019,385.2,90.61,275.6,575.3,688.1,30.1,0.09868,234.6,0.4063,0.8837,0.852,0.335,0.9136,0.2891,0.3202,0.8778,0.1397,542.2,512.5,29.56,0.6601,500.1,3.265,285.5,0.4761
2,child2,child,121.2693,22.000,0.000,22.000,195.000,41.000,214.950,1.766,4624.000,32.293,61.433,2166,2324,220,111.7,8.808,1.597,0.6239,0.6543,13.87,0.02912,14.29,11.34,38.03,3.172,19.13,0.3278,25.93,25.75,6.424,1.419,0.5994,1273,600,4.114,276,1.125,0.8676,47.2,80.86,16.18,2.128,98.71,850.5,39.36,9.936,1.489,402.4,88.91,384.2,813.4,791,43.15,0.1445,257.8,0.3561,0.8802,0.9352,0.3444,1,0.2678,0.3032,1,0.1296,392.1,676.4,27.04,0.5018,556.4,3.613,229.9,0.4593
2,child3,child,139.2909,23.000,0.000,23.000,228.000,20.000,178.533,1.206,4301.000,27.313,61.417,1529,2625,192.3,101,8.999,2,0.6813,0.769,12.99,0.02916,14.65,12.69,30.34,2.803,16.51,0.3684,31.83,21.01,5.967,1.843,0.5409,1175,561.7,3.393,305.4,1.046,1.02,45.06,67.71,17.82,2.276,114.1,873.9,48.59,11.57,1.384,358.7,99.24,285.4,756.7,649.3,27.67,0.125,231.3,0.3426,0.8459,0.7915,0.3054,1,0.3025,0.302,0.8288,0.1255,503.1,618.2,30.61,0.6523,469.5,4,221.6,0.488
2,child4,child,64.2529,16.000,1.000,15.000,138.000,19.000,30.917,0.993,4478.000,33.320,65.500,1489,2651,220,120,7.904,1.582,0.7812,0.6738,10,0.03114,13.12,15.7,37.61,3.235,17.66,0.3336,24.81,20.01,5.982,1.796,0.5783,1434,569.8,3.733,356.6,1.091,1.15,47.16,92,15.18,2.4,104.9,755.8,34.5,8.873,1.502,401.9,98.2,338.1,617.4,646.8,22.45,0.1221,197.3,0.3489,1,0.9901,0.4275,0.8998,0.2479,0.2638,0.9037,0.1217,554.9,710.9,29.07,0.6055,545.2,2.978,273.9,0.5166
2,child5,child,87.7288,18.000,0.000,18.000,142.000,44.000,244.167,1.748,4133.000,34.667,70.317,1496,2163,206.5,108.4,11.91,1.952,0.749,0.7198,10.39,0.02861,16.48,15.13,32.62,3.756,17.93,0.3486,23.92,23.65,8.768,1.757,0.4587,1153,504.7,4.189,260.7,1.138,1.085,49.35,92.71,16.66,2.733,101.3,619.7,39.03,11.22,1.462,380.6,77.86,290.5,630.5,900,29.47,0.1208,210.3,0.3886,0.8031,1,0.4366,0.9896,0.2513,0.2369,0.8877,0.1586,603.5,816.7,34.01,0.6548,588,3.529,269.5,0.5703
2,child6,child,116.9123,22.000,0.000,22.000,177.000,36.000,232.967,0.677,4127.000,24.340,60.817,2198,2800,191.9,109.2,10.66,1.999,0.6786,0.8075,11.33,0.02557,13.94,12.07,36.71,3.769,16.91,0.3416,26.91,27.05,6.605,1.907,0.6085,1524,600,3.704,324.6,1.211,1.097,47.64,66.86,15.65,2.785,85.12,851.9,43.81,8.875,1.2,461.4,95.25,260.3,735.3,734.9,25.75,0.1136,204.4,0.4478,0.8381,0.991,0.4326,0.9485,0.2994,0.2701,1,0.1311,497,656.9,31.56,0.6413,697.5,4,284.7,0.5043
2,child7,child,85.8703,20.000,1.000,19.000,159.000,15.000,126.067,0.478,4701.000,30.100,63.700,1918,2800,191,120,9.204,1.859,0.6976,0.9519,12.69,0.02719,11.64,14.5,28.55,3.242,16.77,0.3336,26.24,22.64,6.51,1.602,0.5664,1183,600,4.282,294.8,1.249,1.031,41.91,74.14,17.21,2.393,90.13,715.5,34.57,10.9,1.565,349.3,100,317.2,611.1,652.6,27.11,0.1376,286.8,0.3885,0.7939,1,0.2936,0.9368,0.3197,0.3174,0.8476,0.1378,464.4,636.2,27.67,0.5371,516.9,4,308.7,0.5112
2,child8,child,81.8137,16.000,1.000,15.000,137.000,45.000,293.900,1.727,3797.000,27.813,66.767,1949,2800,220,120,10.1,2,0.7525,0.637,11.1,0.03048,14.3,14.21,24.29,3.436,20,0.3615,24.75,22.69,6.361,1.716,0.6413,1362,525,4.203,322,1.217,1.156,43.92,80.18,16.48,2.425,99.59,897.1,40.2,11.34,1.521,426.8,92.24,348,777.9,810.6,28.86,0.1101,209.3,0.4177,0.9179,0.8797,0.3493,1,0.2159,0.2783,0.7959,0.1191,581.8,562.5,27.35,0.7004,491.7,4,220,0.4987
